epoch,metric1,metric2
1,117.601036,66.163895
2,118.57414,66.20749
3,124.41007,66.21658
4,119.19751,69.49393
5,131.6978,70.39885
6,115.20298,69.07097
7,120.68001,69.53206
8,123.92079,69.484634
9,108.89282,68.53603
10,123.63389,68.09093
11,71.73739,69.5446
12,71.53794,69.5334
13,71.42816,67.16307
14,71.53808,68.53209
15,71.25928,69.433655
16,71.449,68.59822
17,71.47329,69.458496
18,71.10523,69.04799
19,71.24325,68.60222
20,71.484665,69.44957
21,71.090126,68.09001
22,71.37986,68.971695
23,71.23707,69.91915
24,71.41347,67.613914
25,71.37409,68.07369
26,71.54955,68.60919
27,71.45231,70.523796
28,71.25835,69.03684
29,71.46581,68.10637
30,71.31032,68.57418
31,71.19783,69.00786
32,71.260445,69.02683
33,71.25155,70.05945
34,71.36684,68.03583
35,71.53539,69.94002
36,71.46136,67.59851
37,71.3825,68.082535
38,71.389435,68.99296
39,71.263916,69.48675
40,71.45863,69.04238
41,71.438995,70.00509
42,71.39858,68.605934
43,71.31449,68.98727
44,71.478714,69.07059
45,71.23113,70.00337
46,71.1866,70.01922
47,71.40137,69.98734
48,71.08573,69.97362
49,71.32676,69.52991
50,71.28026,68.60252
51,71.4012,68.082306
52,71.19329,69.075
53,71.47227,69.026535
54,71.45774,68.57354
55,71.53834,67.08769
56,71.47675,67.61717
57,71.39217,69.08368
58,71.44785,68.08557
59,71.407616,69.04762
60,71.32339,68.60309
61,71.243,68.565254
62,71.48485,68.55287
63,71.339,69.07167
64,71.54363,69.53354
65,71.40015,69.95688
66,71.524666,69.45035
67,71.344215,68.11475
68,71.2421,69.04854
69,71.60044,69.49853
70,71.11632,68.11009
71,71.10749,69.00756
72,71.40179,68.07083
73,71.44913,68.120926
74,71.45993,68.04679
75,71.39945,69.932755
76,71.32739,68.97156
77,71.51792,69.02702
78,71.24671,69.98318
79,71.32676,69.991844
80,71.599915,69.44113
81,71.40733,69.58164
82,71.3957,69.07708
83,71.20789,68.066666
84,71.292534,68.51542
85,71.191414,69.02915
86,71.471,67.618645
87,71.4606,69.10395
88,71.4272,67.62218
89,71.316826,69.96714
90,71.39647,69.04269
91,71.347565,69.98599
92,71.38215,68.54736
93,71.38635,69.028725
94,71.440056,69.009445
95,71.30848,69.89874
96,71.3665,68.57796
97,71.31392,69.510155
98,71.45504,68.11168
99,71.34213,69.48439
100,71.37368,69.49461
101,71.31036,69.95891
102,71.39636,69.06889
103,71.18405,68.58962
104,71.470665,69.471436
105,71.38978,69.47776
106,71.26071,68.11484
107,71.31623,69.53507
108,71.406624,70.42446
109,71.31546,69.11403
110,71.38423,70.446686
111,71.45172,68.534386
112,71.16658,68.99829
113,71.31025,70.52265
114,71.54711,69.03739
115,71.387436,69.032
116,71.30038,69.51382
117,71.33669,69.50242
118,71.46941,67.58457
119,71.24653,69.07009
120,71.409294,69.47957
121,71.39895,68.53108
122,71.193436,69.48636
123,71.53776,69.54328
124,71.480965,69.54558
125,71.31334,67.64702
126,71.399635,68.98747
127,71.41561,68.051956
128,71.52118,68.53056
129,71.63604,68.56678
130,71.36448,68.52242
131,71.16178,68.09762
132,71.17028,70.41217
133,71.32555,69.43231
134,71.3977,68.571465
135,71.388885,68.49983
136,71.2443,68.08459
137,71.25947,69.041954
138,71.01904,68.07704
139,71.47106,68.57462
140,71.43257,68.56508
141,71.48022,69.48988
142,71.463806,69.0229
143,71.34352,68.99162
144,71.20777,69.535
145,71.31712,70.037186
146,71.16594,69.027885
147,71.37282,69.96317
148,71.5995,68.55464
149,71.3135,68.53366
150,71.32455,68.083664
151,71.36072,70.0129
152,71.3664,69.094284
153,71.2996,68.56593
154,71.42185,68.96441
155,71.40803,69.53895
156,71.41257,68.10747
157,71.596375,69.04058
158,71.308754,68.163925
159,71.32701,68.50125
160,71.25255,69.49086
161,71.38332,69.4853
162,70.98647,69.988754
163,71.30798,68.07604
164,71.33075,69.49594
165,71.41082,68.9821
166,71.40842,68.510994
167,71.25768,69.54071
168,71.25463,68.541855
169,71.45446,69.942406
170,71.18362,68.59538
171,71.40333,69.50215
172,71.53482,69.03053
173,71.33381,69.061386
174,71.47692,69.98338
175,71.40016,68.54489
176,71.39693,68.60329
177,71.41725,68.569595
178,71.44915,69.01654
179,71.32913,67.16872
180,71.44868,68.50617
181,71.48949,68.03365
182,71.37532,69.00367
183,71.32684,68.13643
184,71.2455,69.52323
185,71.236664,67.61836
186,71.228836,69.90314
187,71.40572,69.59165
188,71.47304,68.56555
189,71.48193,70.008575
190,71.46298,68.075554
191,71.46058,68.15059
192,71.05322,69.50632
193,71.625,68.03554
194,71.255936,69.482475
195,71.085815,68.0316
196,71.5387,68.558334
197,71.25463,68.55231
198,71.3288,69.03743
199,71.24191,69.0168
200,71.46321,68.04087
201,71.475296,69.12073
202,71.31616,68.958115
203,71.26497,68.58948
204,71.25656,69.46136
205,71.39514,69.08596
206,71.39266,67.612175
207,71.40582,69.92666
208,71.21964,67.64651
209,71.326256,69.51866
210,71.33502,69.57326
211,71.478325,68.56388
212,71.47648,69.05302
213,71.52433,69.03304
214,71.30304,68.124916
215,71.313034,69.49107
216,71.46994,69.08748
217,71.29321,68.06671
218,71.15953,70.430756
219,71.28576,69.52532
220,71.109566,69.08427
221,71.54617,69.50783
222,71.48286,70.53529
223,71.39523,69.476364
224,71.26757,68.9716
225,71.56658,68.57802
226,71.407745,70.428535
227,71.36847,70.43701
228,71.57072,68.582504
229,71.35497,68.59447
230,71.30432,68.05688
231,71.39684,70.059135
232,71.48384,68.568245
233,71.23755,69.105606
234,71.25853,70.48025
235,71.33164,69.547714
236,71.32582,70.47508
237,71.21844,68.56487
238,71.363045,69.50968
239,71.244354,69.53773
240,71.184265,68.05151
241,71.45315,70.028336
242,71.33927,67.62706
243,71.37258,69.44444
244,71.376854,68.01362
245,71.23673,69.04415
246,71.2399,68.52248
247,71.18016,69.01996
248,71.50444,69.4634
249,71.55695,68.564705
250,71.53937,68.07358
251,71.37978,68.080696
252,71.36938,69.493454
253,71.47485,69.524765
254,71.369484,66.64906
255,71.26389,68.07379
256,71.203545,69.54912
257,71.33697,69.064415
258,71.402214,68.990974
259,71.30566,70.04182
260,71.20516,69.9787
261,71.278725,70.029434
262,71.46682,70.39714
263,71.13578,69.08698
264,71.46865,69.97273
265,71.25618,69.52525
266,71.11635,69.53641
267,71.31334,68.0828
268,71.46258,68.580246
269,71.48887,68.122375
270,71.221306,68.56604
271,71.29175,69.02634
272,71.256195,68.997284
273,71.310684,68.56452
274,71.45805,67.201355
275,71.15299,68.10826
276,71.33323,68.49982
277,71.25653,68.53562
278,71.53504,69.972885
279,71.403755,69.11305
280,71.53918,68.12276
281,71.38035,69.00447
282,71.28055,68.56637
283,71.54937,68.56587
284,71.38815,69.02217
285,71.49927,68.13844
286,71.24053,69.58125
287,71.23581,68.998764
288,71.53698,68.583084
289,71.46804,69.53154
290,71.32246,69.514786
291,71.46527,70.40764
292,71.40551,69.45115
293,71.51223,68.04512
294,71.17817,68.54173
295,71.37445,68.10073
296,71.38719,68.554474
297,71.23803,69.60674
298,71.57184,69.08068
299,71.230225,68.99939
300,71.41884,68.518585
301,71.24063,69.5062
302,71.46099,69.10642
303,71.33257,69.54337
304,71.40933,68.53847
305,71.10133,70.49102
306,71.25508,69.540054
307,71.389175,68.08794
308,71.313576,69.54766
309,71.7005,67.637024
310,71.20548,68.54066
311,71.36868,69.55504
312,71.281685,68.11362
313,71.0609,69.09296
314,71.30257,67.618866
315,71.27151,68.55203
