Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	117.601036	33.626003	249.25449	83.17663	66.163895	0.11340666	66.36635	65.98824	23.261906	14.0	999	10.065754	2.9487045	17.956497	-1.435458	10.065066	2.9494932	17.988142	-0.8499396	-10.367376	0.36388263	17.819380283355713
2	118.57414	34.32576	212.37048	78.62239	66.20749	0.15930584	66.4209	65.94038	23.72093	14.0	1999	19.671953	4.8657026	31.651623	1.761187	19.67173	4.86872	31.677734	1.8799068	-20.44496	0.70757025	18.12951111793518
3	124.41007	27.893608	203.33566	83.29742	66.21658	0.13650917	66.37053	65.96039	24.875	14.0	2999	30.139477	7.8317046	45.360477	-2.0351193	30.13948	7.830125	45.057186	-1.9028544	-31.456003	1.4273957	18.14880657196045
4	119.19751	31.570711	195.44493	83.425964	69.49393	2.2234805	71.095726	66.07189	23.952381	14.7	3999	40.154987	11.684286	59.35046	-12.071388	40.15582	11.681757	58.964245	-12.059782	-42.097	2.373163	18.14675235748291
5	131.6978	34.063652	249.0484	83.57355	70.39885	1.4428519	71.0229	66.07678	26.078947	14.9	4999	49.98835	15.66972	72.476814	-8.656622	49.98779	15.6702795	73.544235	-5.6297417	-52.461216	3.4659796	18.44855785369873
6	115.20298	30.877884	205.53152	83.24291	69.07097	2.3361623	71.12565	66.069016	22.90909	14.6	5999	59.363907	20.121758	86.88652	-11.930191	59.364315	20.118452	87.47271	-8.498722	-63.137337	4.941802	18.880933046340942
7	120.68001	30.00717	191.35545	78.53256	69.53206	2.191121	71.11833	66.089806	24.04878	14.7	6999	68.94043	24.59741	100.76308	-11.419559	68.94116	24.59477	100.58907	-15.801713	-73.454285	6.5366573	18.860317945480347
8	123.92079	26.718182	176.81294	83.29936	69.484634	2.1535277	71.123085	66.114944	24.560976	14.7	7999	78.48052	29.145323	116.55447	-22.903976	78.480385	29.143274	116.61532	-35.75503	-84.040474	9.326142	18.922939777374268
9	108.89282	26.758007	193.75394	83.23803	68.53603	2.3692033	70.97731	65.987755	21.826086	14.5	8999	87.508934	33.722706	130.98807	-24.659374	87.508896	33.720093	130.914	-17.463114	-93.65977	12.12356	18.703914165496826
10	123.63389	29.230719	196.08846	83.14181	68.09093	2.3051054	70.95387	66.03025	24.675	14.4	9999	96.37937	38.697826	143.27196	-25.091005	96.379105	38.69572	146.05219	-20.384867	-103.409485	14.267027	18.72024631500244
11	71.73739	4.189	104.19667	66.646225	69.5446	2.1737673	71.13971	66.092476	15.014925	14.7	10999	100.68936	47.123802	160.30963	-127.59812	100.68806	47.12399	157.00323	-113.428	-106.680244	21.38772	19.223915100097656
12	71.53794	0.6036244	71.97523	66.80083	69.5334	2.220228	71.09469	66.06265	14.985075	14.7	11999	96.760284	52.878086	164.08752	-26.1727	96.76087	52.879517	161.32678	-26.256891	-98.94766	16.310406	18.858545064926147
13	71.42816	0.8106309	71.85412	66.7717	67.16307	1.8775773	70.92747	66.051384	14.970149	14.2	12999	85.709076	52.83813	163.83284	-8.028734	85.709305	52.83871	161.63608	-7.9942083	-83.74016	15.091408	18.877529621124268
14	71.53808	0.58092797	71.85641	66.92254	68.53209	2.349246	71.14889	65.946236	14.985075	14.5	13999	71.23726	45.72862	149.04979	-6.5448704	71.23815	45.729954	150.32486	-10.926771	-65.90062	13.403879	18.939990282058716
15	71.25928	1.2492708	71.890915	66.78194	69.433655	2.1293309	71.2142	66.14803	14.925373	14.7	14999	57.130817	34.449104	131.4596	-9.26772	57.13128	34.44893	131.84583	-10.294152	-51.323402	11.174088	18.890054941177368
16	71.449	0.85379475	71.98564	66.60556	68.59822	2.4115381	71.11284	66.135086	14.969697	14.5	15999	49.1017	26.143343	111.07965	-15.479989	49.100864	26.145779	111.63634	-13.44547	-45.816788	6.9430394	18.907155990600586
17	71.47329	0.8577067	71.970345	66.59629	69.458496	2.1674826	70.97562	65.93661	14.970149	14.7	16999	45.852276	22.630674	97.81559	-17.32181	45.851505	22.632217	97.07281	-14.483234	-44.317345	4.422364	18.829659938812256
18	71.10523	1.4879762	71.915	66.66543	69.04799	2.2770436	71.02944	66.18059	14.895522	14.6	17999	44.404552	21.376299	89.41563	-11.917849	44.404644	21.378138	88.641335	-11.498179	-43.537094	3.360376	18.960400581359863
19	71.24325	1.2800804	71.89684	66.6693	68.60222	2.4046364	71.10645	66.08857	14.925373	14.5	18999	44.03804	21.01819	85.05749	-5.3322773	44.037792	21.019135	84.879814	-6.915763	-43.695007	2.829788	18.88226079940796
20	71.484665	0.7980012	71.88687	66.961624	69.44957	2.175477	71.093666	65.94658	14.970149	14.7	19999	44.104733	21.220129	84.581	-7.3753076	44.104034	21.2205	86.33432	-1.8999798	-43.855133	2.5753064	19.00852084159851
21	71.090126	1.4654107	71.894	66.48672	68.09001	2.2917087	70.951416	66.0496	14.895522	14.4	20999	44.221252	21.684237	84.78414	-0.38701683	44.22128	21.685259	85.63845	-5.487712	-43.936344	2.4052985	18.95340323448181
22	71.37986	0.9991905	71.903564	66.771996	68.971695	2.308533	71.05168	66.036224	14.955224	14.6	21999	44.44217	22.134172	84.80917	-11.170295	44.441605	22.134474	85.67154	-2.747704	-44.118088	2.3546832	19.10991621017456
23	71.23707	1.2880433	71.92648	66.63204	69.91915	1.87276	70.980354	66.16291	14.925373	14.8	22999	44.539677	22.587252	88.65984	-7.6983466	44.53905	22.58785	87.24084	-1.338121	-44.168457	2.333027	19.04726004600525
24	71.41347	0.98122364	71.86436	66.82197	67.613914	2.1588008	70.96953	66.07011	14.955224	14.3	23999	44.516293	22.970995	89.63803	-3.4649494	44.51622	22.971378	88.61165	-5.906865	-44.12178	2.2164624	19.021679639816284
25	71.37409	0.987317	71.86189	66.68538	68.07369	2.398565	71.0933	66.01166	14.955224	14.4	24999	44.53156	23.25847	91.97839	-1.7811713	44.53144	23.259727	91.63921	-2.0509174	-44.19626	2.199506	18.901937007904053
26	71.54955	0.61390275	71.97977	66.70857	68.60919	2.398399	71.211006	66.14612	14.985075	14.5	25999	44.508778	23.476849	93.40565	-1.1248521	44.508705	23.477045	92.31348	-1.4586587	-44.18372	2.1598785	18.867525339126587
27	71.45231	0.8169607	71.83739	66.88622	70.523796	1.4450414	71.197845	66.217255	14.969697	14.9	26999	44.391376	23.552656	93.61396	-1.3490565	44.391163	23.553385	94.40549	-3.5956419	-43.9697	2.1532803	18.85038137435913
28	71.25835	1.2543479	71.922585	66.61067	69.03684	2.3223186	71.021065	66.063484	14.925373	14.6	27999	44.203644	23.612692	93.436134	-1.1345131	44.203407	23.61289	92.95691	-1.3615333	-43.834244	2.0889707	18.887210369110107
29	71.46581	0.8020571	71.84775	66.9406	68.10637	2.278744	71.05314	66.084984	14.970149	14.4	28999	43.941547	23.588737	94.04128	0.2846297	43.941147	23.58908	94.37369	-4.5531816	-43.565296	1.9745024	19.07485032081604
30	71.31032	1.1727587	71.898796	66.585	68.57418	2.3686287	71.06693	66.001114	14.940298	14.5	29999	43.698498	23.555435	95.34901	-3.193438	43.69812	23.55586	94.89857	-3.4673479	-43.251347	1.985076	18.926230907440186
31	71.19783	1.3652012	71.96725	66.760315	69.00786	2.2618759	71.05242	66.048615	14.910448	14.6	30999	43.52108	23.475328	94.39559	-0.5618223	43.52115	23.476131	94.97505	-1.672293	-43.12008	1.9386297	19.020333290100098
32	71.260445	1.2627207	71.86695	66.64282	69.02683	2.3313498	70.993454	66.11954	14.925373	14.6	31999	43.269848	23.438473	94.85156	0.61504865	43.269806	23.43877	94.38521	-4.554684	-42.891514	1.9404604	18.929764986038208
33	71.25155	1.2860397	71.923676	66.629265	70.05945	1.9092498	71.21418	66.118	14.925373	14.8	32999	43.175934	23.372704	96.328735	-2.3069258	43.175663	23.373142	95.41608	-1.2501538	-42.815643	1.8585472	19.175854921340942
34	71.36684	0.9914874	71.91624	66.66314	68.03583	2.2965696	70.95209	66.08539	14.955224	14.4	33999	42.889523	23.307203	98.57917	-0.27258816	42.88913	23.30734	95.6193	-1.2652462	-42.383907	1.7891145	19.060874223709106
35	71.53539	0.58951896	71.96342	66.88055	69.94002	1.8476481	71.094574	66.19102	14.985075	14.8	34999	42.679287	23.199244	95.34893	-4.3777585	42.67914	23.199766	95.38311	-0.14571542	-42.403038	1.7738998	20.38603711128235
36	71.46136	0.8273792	71.85126	66.68093	67.59851	2.1867657	71.07929	66.07076	14.970149	14.3	35999	42.528305	23.14307	94.948784	-6.1471243	42.528206	23.143488	95.09216	0.05816102	-42.144257	1.7104707	23.35891103744507
37	71.3825	0.9650841	71.838234	66.8202	68.082535	2.268554	71.01693	66.04293	14.955224	14.4	36999	42.380676	23.026684	95.61008	-0.65199906	42.380753	23.027237	95.25637	-0.622023	-41.956017	1.6543626	21.134644269943237
38	71.389435	1.0095671	71.90255	66.63191	68.99296	2.3218243	71.07462	65.983894	14.954545	14.6	37999	42.31631	22.99866	96.00807	-2.4125407	42.315983	22.998844	97.027534	-1.0493342	-41.92906	1.649652	21.469512462615967
39	71.263916	1.2795044	71.95108	66.64362	69.48675	2.2107465	71.133026	66.08948	14.925373	14.7	38999	42.06447	22.890247	94.75013	0.53387713	42.06467	22.890465	96.2847	-0.5781429	-41.60763	1.6011108	21.834856271743774
40	71.45863	0.83599097	71.86914	66.7248	69.04238	2.3571837	71.105606	65.99805	14.970149	14.6	39999	41.86032	22.768496	95.33315	-5.6779037	41.85986	22.769024	94.67418	-1.5891109	-41.44815	1.5539026	21.333899974822998
41	71.438995	0.83301383	71.961655	66.74045	70.00509	1.9115804	71.12885	66.18617	14.970149	14.8	40999	41.766167	22.641523	93.60365	-2.721814	41.76619	22.641481	94.57697	-0.3328425	-41.385845	1.5328465	21.262964725494385
