epoch,metric1,metric2
0,-260.1061987662748,1001.817418288779
1,-467.5238077489843,940.8521730709332
2,-81.6106239158903,970.227059853992
3,-224.4678256116171,941.4915706722834
4,-157.63513701658994,802.3668202064651
5,-98.90853833911196,405.8282715370853
6,-55.884466445077805,123.00891476043924
7,-92.18616962973684,-6.705794033186891
8,-152.94604541304642,-68.7287798577369
9,-191.1458012270345,-181.0661706192652
10,-228.1333277583369,-31.796499333004057
11,-79.01897335961951,335.87039001080774
12,28.529813227072797,348.89113068314066
13,307.61034538636585,448.4333873517354
14,559.493657362205,531.0073885420152
15,257.4127783359379,505.3501361177731
16,696.1180897718646,787.3237947858751
17,765.9186278979441,827.1087980437217
18,738.6357787219603,741.8624589447345
19,612.2232207262889,682.2678935132213
20,810.9570078511473,810.7776219393977
21,765.665726490876,778.0886135948542
22,405.1624634646508,727.0494406790301
23,731.202060790588,838.2739471556354
24,781.3902508652287,657.7870950729241
25,351.4805041407201,538.4143779037797
26,732.6058137398146,844.006933356922
27,447.31429304426655,585.6013636210151
28,502.8082704859542,756.2461947089929
29,716.6267287560169,591.9011672841016
30,246.59059218807687,766.5616284147509
31,680.7890318723308,570.9890158748109
32,282.0495636354476,359.6789327737868
33,501.991819393411,417.965316433108
34,101.2924257178947,340.0749335002316
35,154.6587104422751,437.1899237077653
36,399.47265303464974,740.528811431384
37,535.5630817892766,746.2448591263507
38,274.7577440068569,829.0471624179532
39,805.7115383004613,799.7481713956417
40,770.0925299207428,848.5802041309146
41,749.3163449786439,648.2589213472322
42,761.3120230090337,802.1877124042314
43,816.8155288301165,897.4346924532747
44,33.13389849510648,861.6012235281393
45,877.290189701016,893.1025205814279
46,868.5488038148143,894.6971132072864
47,867.6528734507403,883.9860906068668
48,772.5126362086368,857.6519271494802
49,881.7025919940073,816.33047484671
50,366.8334516380313,869.5031183338197
51,825.9287333151174,922.4440171510942
52,767.7157851329362,857.5126456741707
53,790.6022442394101,844.1944676844448
54,681.8053391400687,884.1991125471613
55,856.6056760922603,856.137724850489
56,775.424706539791,878.7293902278865
57,813.223920238059,882.7122591701909
58,870.003195166266,854.3760788115627
59,828.5050599543844,874.5960189104844
60,827.775741479684,825.7423525509168
61,858.0541232102686,861.4343873087917
62,39.07496331591226,835.9978218755729
63,832.5794617140369,875.2041956484481
64,856.4214888274497,865.6031526782314
65,778.5788879476199,867.4241636290523
66,791.0121090429824,790.3733011360918
67,729.0372387359555,828.222122208268
68,837.0195814445221,848.3303374175814
69,649.2277662153476,814.8201838901796
70,794.1307165628197,831.8999995780596
71,826.3145317136373,836.9410959221943
72,590.5987495250711,801.8000146749869
73,387.3169208034071,760.3040671484302
74,815.3605372806983,726.0153536209573
75,715.5062197091527,644.6408280204787
76,835.2915732955914,851.4936648426416
77,576.3265167070497,831.7587454403468
78,797.4015555061371,812.1294784632169
79,832.8452367895377,881.171062125805
80,850.5987459137202,700.6523202297524
81,528.5241768205269,750.5289677755079
82,908.245904447932,814.7349279912617
83,775.6248056750087,877.3972316446134
84,813.7450430484155,859.1390979770804
85,744.6780389174581,765.8671134402864
86,834.2308753643413,873.7852845525078
87,883.9249247257158,901.5907498281734
88,862.6429970081707,678.510275834945
89,894.1911672233915,890.0969275670132
90,828.6419003616235,866.7254555434159
91,847.960231171844,886.649883077385
92,735.1062032103418,871.5019305339931
93,799.9410901050122,830.0841258761924
94,755.214474389883,908.7063553660116
95,850.0890972348443,896.1969360835719
96,823.8477974621849,881.7709603992687
97,883.2280574001204,918.3952143528232
98,754.6815387677547,858.8291456651159
99,829.3846654094124,910.8713842338736
100,630.1390066689413,851.3187804749211
101,861.3122630826152,891.316905444353
102,758.0131046265967,790.5729156611807
103,684.6472339930444,849.3747495242872
104,815.393814323811,891.69077520147
105,786.1780458014487,857.1162582941104
106,861.4134405846125,830.1279200255007
107,727.7676206042272,843.0451001522173
108,845.017449971989,889.6387330807105
109,843.1936856959642,886.2178956969619
110,700.713053772615,851.4740077934053
111,840.827019405835,894.5568411517133
112,811.1639461322312,839.9179057835099
113,781.94024724049,863.9667294243166
114,850.7949656503877,899.6882875997286
115,873.1074460895828,813.0269885701234
116,672.8228037672587,788.7078823207859
117,923.4854661129314,825.2984851131083
118,810.6918825107907,850.7947210203868
119,911.7088732165028,843.3593973667934
120,880.8987993814715,674.7354497051631
121,852.3420094318759,917.9075946494972
122,846.4585694924792,899.0918514149178
123,805.0343073945114,916.5330646679362
124,635.0804588282493,826.7427307762862
125,877.3909518068788,824.7444605882181
126,833.8941829294085,829.9939792116778
127,768.0067284886117,721.9356921261959
128,845.9371005798471,795.1208541095758
129,873.6008969810981,883.0493247003708
130,899.1186294464527,680.78482099693
131,398.9148271827907,833.942292716028
132,857.9078011544692,849.9682273703718
133,891.6670824527246,718.7331274807832
134,838.9534930066006,879.6257010731684
135,947.1611210194563,900.8106012568612
136,923.8752102523438,861.9102468285553
137,760.0680984940437,914.2572392860573
138,890.0529311212723,672.615712123338
139,438.95933747913847,755.2087484210681
140,876.0147569440207,914.9465567904008
141,776.3176606416962,924.7861254484978
142,773.0012063970557,630.7674843086519
143,686.5713880403235,855.1697810162271
144,884.4702226226324,854.5940386008108
145,854.0052282905299,862.5990516830116
146,789.5131637854336,856.7554989576811
147,992.6452311532174,735.9989771127206
148,718.8137985725789,736.0317173973918
149,742.9877729314255,890.4068013146359
150,939.4839129563908,901.5592091615248
151,911.5624257251916,757.5097563738389
152,1002.6039644806648,910.0495106220266
153,852.6246585128835,872.9887591861095
154,790.515965725663,730.1702139224566
155,885.3757320908414,704.7137558568633
