Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
18	244.40288	13.809692	267.73026	218.56178	253.36804	10.9523	267.56796	236.33011	45.409092	47.1	17999	72.52366	40.941948	167.10622	-3.6623843	72.52417	40.93884	165.0834	-5.0559287	-75.08976	22.970196	19.2895565032959
19	246.18681	11.940136	266.2658	224.26233	251.66379	8.518884	264.2493	242.97466	45.545456	46.7	18999	75.62872	41.595295	168.74608	-3.821321	75.6279	41.594265	170.58641	-5.1244698	-78.55123	15.729662	19.226658821105957
20	240.1396	14.548352	271.5962	212.72464	248.20297	8.874729	258.86713	236.7091	44.636364	46.1	19999	78.77945	43.10843	178.23436	-11.501735	78.78038	43.1098	176.86328	-10.430301	-81.90698	13.179002	19.271960258483887
21	242.62589	13.092112	271.3982	217.8554	291.3659	10.360929	309.06836	272.14285	45.090908	53.4	20999	81.92547	45.198284	184.07619	-8.967665	81.92687	45.199432	185.64313	-9.80295	-85.160835	13.250105	19.477532863616943
22	301.22195	16.330858	323.29315	264.6869	290.11725	7.029014	301.37393	276.80676	54.833332	53.2	21999	85.76747	48.081955	196.60622	-5.641573	85.76746	48.08233	198.89207	-8.156518	-89.74438	14.263009	19.438689947128296
23	298.03516	9.884431	313.99304	274.3797	288.97766	7.438437	301.17645	273.3392	54.263157	52.9	22999	89.2725	50.758892	206.19817	-5.3948226	89.273224	50.75962	206.2977	-3.8464832	-93.626625	14.439776	19.404469966888428
24	299.69006	13.2509985	324.031	270.0082	290.1034	7.8528004	304.12198	278.80615	54.5	53.1	23999	92.97831	53.274757	215.26393	-5.7571974	92.97895	53.27456	216.78441	-11.640124	-97.29395	15.162519	19.47258710861206
25	299.31424	13.829782	316.98755	275.2508	289.1142	12.302041	305.18042	266.53662	54.555557	53.0	24999	96.33654	55.547516	224.88568	-5.287065	96.33532	55.54856	226.5518	-7.2047043	-101.24693	15.811533	19.36722445487976
26	297.52628	15.0939455	327.83987	268.9172	292.63263	9.030608	301.35587	268.12445	54.210526	53.6	25999	99.982956	57.842632	233.10724	-5.228595	99.983986	57.84472	230.23245	-5.291807	-104.87239	16.728579	19.377174139022827
27	295.81985	14.675568	319.19507	263.37122	289.1507	8.944278	301.538	273.19968	53.833332	53.0	26999	104.054	60.173634	240.09637	-4.8175735	104.05364	60.174698	237.00375	-5.752102	-109.5336	17.66586	19.309178113937378
28	294.4699	13.217736	317.1771	268.69882	289.48203	10.977433	300.44342	262.29938	53.68421	53.1	27999	107.51861	62.380047	253.63075	-7.066196	107.51986	62.38111	248.91118	-5.7738123	-113.22502	19.021738	19.589873552322388
29	294.34988	14.163086	314.7514	263.69016	86.90461	2.9206505	89.32663	82.125145	53.526318	17.7	28999	112.104324	66.24212	266.79947	-7.792276	112.10474	66.24144	262.61185	-8.848679	-120.28639	23.867243	18.82161521911621
30	100.00902	24.25967	265.03494	88.91704	238.53967	9.189178	254.80704	224.39877	19.784313	44.9	29999	115.92844	71.32716	285.40982	-16.506567	115.92804	71.32816	287.43115	-14.68158	-124.23412	33.22162	19.427088260650635
31	234.07367	11.799449	270.43277	214.59602	169.98857	5.5608034	177.47336	159.93843	43.347828	33.8	30999	117.15542	74.081825	307.0734	-9.871935	117.15415	74.08157	317.23846	-8.324331	-125.05424	36.21656	19.11198925971985
32	179.20985	17.590128	220.1386	149.07187	223.56265	62.45255	280.44852	141.3825	35.32143	41.7	31999	122.841934	79.01297	333.63614	-17.723883	122.843704	79.01051	329.61227	-14.560392	-133.9555	54.722477	19.186954259872437
33	191.56886	51.456535	288.539	143.07558	203.47812	31.700077	243.79037	162.21718	35.67857	38.6	32999	128.57199	83.777336	352.05753	-15.161473	128.56827	83.7741	350.1258	-16.453217	-139.61838	68.25881	19.108576774597168
34	205.38255	36.925404	268.37817	159.93622	161.80188	8.250103	169.45395	145.84142	38.5	30.7	33999	131.76741	86.21435	356.54608	-18.907063	131.7672	86.21168	357.13434	-20.057388	-141.0574	69.976006	19.691086292266846
35	197.23877	67.9951	369.316	143.96184	150.76524	8.262275	166.1283	137.78023	36.851852	28.4	34999	132.45335	87.47456	371.5984	-30.51972	132.45763	87.47538	370.67694	-30.610575	-139.59831	65.020164	21.997894287109375
36	214.67851	64.29163	330.25803	143.24124	245.97151	29.631075	303.8281	217.75438	39.96	47.3	35999	131.2342	87.80203	371.35535	-31.300655	131.23311	87.80181	375.05264	-33.79113	-138.00668	62.288944	19.946215391159058
37	272.29773	35.906567	318.82166	164.6649	178.27182	10.409396	193.65988	168.31476	50.8	32.5	36999	130.70125	88.52841	371.409	-23.699749	130.70016	88.527336	369.32742	-28.650179	-138.55803	64.465546	19.686861753463745
38	204.34659	22.900425	266.00476	160.17026	237.4314	17.684952	261.895	212.73701	37.692307	44.7	37999	132.5314	90.46068	380.4333	-30.292318	132.53311	90.45018	382.13098	-32.02594	-141.85333	69.46047	19.87819266319275
39	231.99698	22.10754	274.30252	193.23497	225.17154	30.894958	262.0479	181.17409	43.913044	48.7	38999	134.71356	93.199455	395.69495	-31.295467	134.71518	93.19334	391.55515	-26.567451	-144.19994	71.53905	19.853153944015503
40	284.59747	46.32426	369.80612	208.8751	83.79323	1.6953005	86.443405	82.23527	63.0625	18.3	39999	136.3885	95.02559	401.33694	-30.005152	136.39084	95.02314	396.99792	-27.627771	-144.50572	91.87094	19.604565620422363
41	97.06311	30.970442	268.68924	79.992325	176.58334	35.835014	224.04837	103.979866	21.106382	38.2	40999	136.47867	96.14035	396.73535	-27.179869	136.47957	96.147545	398.46585	-35.989323	-144.72247	96.32891	20.058218717575073
42	143.27713	44.242897	240.68547	76.34886	320.26794	22.084955	347.18845	281.913	30.39394	64.3	41999	138.20503	99.28408	412.09808	-28.175076	138.2038	99.285034	413.326	-26.651451	-147.67369	113.63619	20.299363613128662
43	337.80853	57.46889	456.42047	192.37755	310.88745	28.327974	363.33563	262.8233	69.64286	65.1	42999	137.50961	100.833626	423.338	-38.12348	137.51103	100.82595	422.11282	-38.70963	-145.14189	111.95001	20.407616138458252
44	335.7463	61.756416	467.59885	264.72778	232.04292	22.050936	270.5877	197.14122	70.64286	43.2	43999	136.8406	100.986885	419.96045	-41.749737	136.84193	100.98249	427.8353	-49.527233	-143.70322	112.446686	20.045149087905884
45	300.38464	66.18132	535.5091	236.95587	232.72807	6.6825566	242.29369	219.19249	56.11111	43.4	44999	134.37195	99.93468	418.13797	-36.50258	134.3714	99.9289	417.05884	-52.73636	-140.53215	105.27962	20.059908151626587
46	230.44032	21.696833	272.13785	181.79248	233.36116	34.842846	280.96677	187.08667	42.75	46.0	45999	132.06473	98.423134	408.3312	-32.37208	132.06947	98.41725	409.07257	-40.6815	-138.02821	97.57221	20.20095658302307
47	290.23453	45.92441	408.16467	185.84091	279.50327	26.645874	313.15903	211.75136	56.11111	53.3	46999	129.85031	97.429016	406.54236	-31.374506	129.8513	97.42086	411.69815	-37.523388	-136.54935	101.526405	20.429421186447144
48	300.97717	41.42392	411.116	240.33595	181.45953	7.857171	198.73004	172.98581	57.941177	34.2	47999	129.45651	96.996826	418.2492	-29.684896	129.46083	96.99796	417.55127	-34.12137	-140.36404	98.68075	20.248467683792114
49	211.86288	21.942627	274.7003	173.84709	199.54921	7.34893	211.32817	187.61911	39.92	37.0	48999	139.06952	101.78372	430.4803	-25.35087	139.06917	101.783676	430.31522	-34.386482	-155.27835	115.30583	20.182790517807007
50	235.2439	56.096386	349.0671	147.84702	303.1959	32.45672	361.0929	254.31525	44.727272	62.7	49999	145.57172	104.94073	448.86148	-24.607765	145.57573	104.93667	451.62866	-33.447628	-159.6928	119.15798	20.424246311187744
51	302.02682	125.10917	617.6777	160.784	224.15878	19.24097	253.83783	192.9474	61.0	43.8	50999	148.6782	106.630905	441.6066	-30.88758	148.67613	106.62176	445.46054	-33.54756	-159.81108	122.667984	20.42645025253296
52	347.5925	154.20793	924.5176	212.2594	170.12689	8.397423	184.70078	157.93533	69.117645	38.7	51999	147.27048	106.205185	444.99268	-40.439854	147.2745	106.2086	440.7996	-38.29267	-157.06827	123.05253	20.08623504638672
53	210.73624	21.650982	262.89514	179.88448	317.2751	29.313375	354.6812	274.4143	45.18182	62.7	52999	145.78394	104.34816	442.3028	-39.730778	145.78523	104.35223	439.55618	-43.93622	-154.59338	131.49043	20.453890562057495
54	316.12756	60.32747	449.50235	221.35367	326.97845	60.138863	452.31808	243.7424	64.0	65.7	53999	143.83704	101.89393	424.0763	-42.861446	143.83537	101.89219	424.92792	-38.878933	-151.45518	126.25157	20.406832218170166
55	348.60004	52.58315	451.5496	269.0993	275.8371	31.775742	337.13477	220.92513	68.933334	55.9	54999	140.6772	99.159325	403.85916	-37.5902	140.68045	99.15678	404.48953	-38.50863	-147.84804	109.054726	20.402846336364746
56	350.97507	77.42381	569.8482	237.0029	338.3715	50.159023	422.21213	274.98386	69.0	79.5	55999	137.87454	95.90664	394.49957	-35.562508	137.8757	95.9043	394.4099	-39.55687	-145.01796	100.716286	20.624123096466064
57	378.00183	157.35185	776.22156	240.76735	348.5036	92.47133	518.94366	234.0253	84.416664	79.7	56999	137.5017	94.27765	386.48096	-37.99544	137.50366	94.27641	380.47952	-37.459126	-145.93806	109.951035	20.7627911567688
58	352.02835	120.67292	574.9587	239.85416	264.00943	21.647003	289.888	220.77496	79.75	60.9	57999	137.17523	93.12364	378.86148	-41.959126	137.1777	93.12285	387.66452	-55.81676	-145.25912	115.06269	20.49835205078125
59	282.28656	53.01066	461.01086	219.93541	227.22049	16.711414	274.4087	210.0959	63.5625	53.7	58999	136.28458	91.51915	367.52997	-62.59892	136.28749	91.52389	361.2327	-69.55792	-143.93846	109.56526	20.421137809753418
60	245.80971	38.333008	335.00552	177.93303	369.0668	46.831535	472.55875	315.5054	57.61111	82.1	59999	135.99792	90.41505	358.8614	-96.78104	135.99821	90.4221	361.47955	-73.789474	-143.77213	98.63443	20.537630319595337
61	357.4753	75.42649	521.92633	256.3602	260.67026	36.209694	334.90005	218.44084	79.25	59.0	60999	134.82248	89.413025	361.88916	-121.28323	134.82588	89.41913	351.48965	-81.56629	-142.38322	96.765205	20.068705797195435
62	266.70786	50.81222	377.30026	194.015	367.43344	32.71425	416.82626	327.60233	58.555557	82.6	61999	132.99973	88.172104	351.1532	-108.83777	132.99864	88.18167	346.34946	-70.22766	-140.51462	98.69465	20.84150242805481
63	324.72058	70.309074	500.6725	214.27823	329.89972	40.827843	412.09686	270.18103	72.76923	71.1	62999	131.49156	87.21214	341.01978	-109.36781	131.4916	87.22572	342.8399	-82.749176	-138.62215	95.29477	20.47883176803589
64	375.92297	68.46744	502.9012	253.65202	266.40094	13.697881	287.9793	234.51279	80.38461	52.5	63999	129.58667	86.07656	345.30643	-103.93705	129.5856	86.090096	341.1197	-80.285835	-136.79887	90.998726	19.9551203250885
65	345.9173	47.417263	433.47208	264.44598	252.29472	13.506594	265.70172	226.6961	70.78571	60.9	64999	128.21925	85.10737	330.3992	-90.64468	128.21811	85.12101	332.27628	-82.9073	-135.21335	89.48216	20.16561770439148
66	277.44165	29.091267	325.955	203.24138	430.5646	65.41884	546.7397	352.54245	64.875	98.7	65999	125.96942	84.214134	326.69058	-70.50206	125.96955	84.22827	323.10028	-72.49206	-132.88159	88.53566	20.773205995559692
67	313.55585	57.93865	463.103	228.31345	230.65593	9.330496	242.39679	216.50423	74.61539	46.0	66999	124.9064	83.3597	324.176	-54.337547	124.9044	83.36881	321.28073	-59.375965	-132.07996	83.356	19.974156141281128
68	268.28705	38.72888	403.51917	226.59898	400.09592	64.63882	547.47034	338.77112	53.63158	79.1	67999	124.818726	82.48095	318.28586	-40.091778	124.81843	82.49041	322.8686	-43.041107	-132.86778	82.72925	20.421162605285645
69	488.87143	219.54965	1082.2866	312.44388	383.937	155.87384	809.2729	241.70059	98.4	87.3	68999	124.77526	81.885666	324.27365	-33.10706	124.77386	81.89106	320.48376	-29.913425	-132.51192	78.34525	20.531148672103882
70	332.27762	123.93418	669.97076	213.373	318.0846	118.82772	635.8385	227.10912	73.42857	68.3	69999	124.98683	81.30858	314.42404	-41.996048	124.98659	81.3147	314.74893	-32.825172	-133.03816	80.906944	20.27584671974182
71	349.74918	160.21188	741.9084	219.43816	235.06958	20.229994	256.84216	193.59685	76.833336	54.5	70999	124.57056	80.49547	317.34454	-115.475296	124.57012	80.5054	314.22714	-92.746	-131.36456	77.39229	19.973266124725342
72	318.4673	93.63577	560.02136	208.35818	330.72076	25.61587	388.01532	302.7734	70.86667	77.8	71999	123.01886	79.3887	316.35342	-83.92363	123.01894	79.395996	307.4045	-62.354748	-129.81418	75.18333	20.69842219352722
73	321.8803	58.238857	457.78348	220.4085	370.98825	60.16805	493.4723	273.34155	73.69231	81.9	72999	122.06589	78.5191	307.56036	-58.68854	122.064476	78.5245	304.40894	-48.586903	-128.73268	72.60639	20.543503046035767
74	397.87744	81.64988	616.9833	283.70923	400.2343	30.753012	475.6437	367.1933	87.166664	93.9	73999	121.073326	77.79593	304.432	-39.806576	121.07382	77.80104	304.49487	-31.57864	-127.361565	69.62595	20.958701372146606
75	427.38934	83.45683	616.9303	308.60724	359.1941	48.678333	472.943	307.08707	93.7	78.9	74999	119.74725	77.06099	303.32208	-35.491047	119.74616	77.063126	299.7152	-28.566637	-125.98455	67.07983	20.79114317893982
76	415.9633	78.376175	579.8034	338.76935	385.52945	64.027725	509.14386	308.20892	86.833336	73.4	75999	119.53976	76.133026	305.67316	-30.131788	119.541115	76.13919	300.1465	-23.465004	-126.08864	70.17687	20.67228055000305
77	379.29083	43.447853	464.54797	318.85098	356.46115	34.924805	449.7086	310.06763	75.38461	68.3	76999	119.18787	75.00059	297.7719	-30.469904	119.18867	75.00728	300.27982	-26.81588	-125.93545	68.00389	20.890034914016724
78	353.9036	46.798355	430.693	272.29138	466.15814	49.548645	532.502	378.49823	74.28571	93.8	77999	118.51285	73.813324	296.3072	-23.835676	118.51209	73.82381	295.609	-22.333838	-124.96647	64.22773	21.07784390449524
79	405.48648	102.21917	689.0166	321.8524	372.41473	78.05032	510.37906	260.6346	82.25	74.4	78999	117.23573	72.30348	291.28265	-26.450138	117.23472	72.312775	301.64096	-24.85697	-123.35812	62.354065	20.650399446487427
80	321.0485	62.173775	442.83957	221.89674	375.93323	20.86478	408.62225	335.59567	69.42857	71.4	79999	116.21387	70.82891	294.6273	-39.873657	116.21628	70.838554	285.1918	-23.674774	-121.94607	59.21567	20.95336079597473
81	392.96204	72.135376	550.2965	269.84097	400.092	57.67794	518.4681	347.52545	80.666664	79.3	80999	115.23361	69.5781	285.80215	-40.15843	115.23432	69.58611	280.1774	-28.721348	-120.50447	55.874832	20.86699628829956
82	453.77655	108.706436	597.8737	250.66484	392.78488	66.69364	533.92334	314.9456	93.09091	78.6	81999	114.35036	68.13344	277.19806	-29.105156	114.3509	68.139496	277.39087	-24.116762	-119.83472	52.462048	20.921273469924927
83	368.7294	59.220535	537.7612	307.14435	443.79605	117.431564	620.8511	273.93356	73.64286	90.3	82999	113.756355	66.94679	275.59625	-29.012928	113.7577	66.95428	268.82443	-24.328106	-119.020004	49.417385	21.021408557891846
84	428.02063	65.27183	539.2514	283.16238	340.96848	46.75016	407.47974	268.76053	85.75	69.9	83999	113.29236	65.840515	272.61462	-28.06796	113.292885	65.84463	266.04785	-23.759897	-118.40947	47.35407	20.77235245704651
85	346.57028	72.09829	497.24197	207.06165	321.748	44.086987	392.44925	253.0295	68.42857	64.9	84999	113.23637	65.23674	264.81882	-24.66227	113.23485	65.2423	263.8205	-20.629406	-118.50197	45.97865	20.733980417251587
86	321.86176	98.491516	662.9611	237.74449	281.5112	63.6528	394.16925	201.83112	64.75	60.0	85999	114.54072	65.742294	271.59906	-25.294804	114.54398	65.747765	263.8198	-33.087654	-120.57562	50.828037	20.730095624923706
87	296.7207	31.02695	356.13785	233.4547	263.07336	22.583494	312.79855	230.5003	62.375	57.0	86999	115.07658	66.52675	265.1128	-25.65562	115.07763	66.53362	264.90042	-31.459585	-120.72014	51.858673	20.43795871734619
88	297.46967	53.42963	421.8721	220.1495	392.03867	93.58985	550.7347	273.1556	61.1875	85.7	87999	115.44973	66.74289	284.66965	-19.567747	115.44968	66.75033	267.29025	-26.690565	-120.43802	53.023647	20.924620866775513
89	388.97372	91.01485	591.8241	226.35324	390.87238	89.90018	585.94666	226.68213	82.666664	77.3	88999	115.06177	67.00141	268.2839	-17.696999	115.062035	67.005844	268.65265	-23.761429	-120.22397	52.07496	21.04249620437622
90	335.87106	117.335014	651.0063	218.585	274.98367	52.396687	362.06207	206.87976	69.64286	58.6	89999	114.31013	67.02506	260.75586	-31.070175	114.31097	67.02996	261.57285	-34.29776	-119.2605	49.95492	20.190834760665894
91	320.0659	70.45549	433.61584	192.29483	331.8893	55.185356	425.08652	257.94965	64.125	68.5	90999	113.10233	66.62872	263.65994	-22.641655	113.103645	66.63447	263.07422	-15.425702	-117.454056	48.971664	20.648786306381226
92	368.3825	75.68079	509.89514	257.7401	316.23666	57.085243	411.12378	209.98329	74.92308	62.1	91999	111.6858	66.12556	257.2563	-26.275295	111.68556	66.13327	263.87933	-14.289295	-116.18667	47.81365	20.69634509086609
93	382.1798	100.802795	569.0228	202.63698	377.06058	85.14189	564.87506	288.83868	77.69231	74.1	92999	110.51834	65.194336	254.45117	-15.838224	110.52025	65.19893	257.29944	-20.731852	-114.66403	46.62887	20.792665243148804
94	420.106	67.43425	557.4001	321.93765	389.51465	69.81711	533.13605	281.3305	83.5	75.0	93999	109.36094	64.15539	253.72728	-12.201029	109.361176	64.16429	252.53346	-12.822159	-113.550705	44.308743	20.870128631591797
95	453.02695	104.62142	619.548	312.43967	412.3846	111.58874	599.5052	295.24054	92.181816	81.2	94999	108.07091	63.047924	249.30641	-11.510061	108.07088	63.054836	249.70198	-14.564965	-112.21897	42.67467	21.015292406082153
96	453.0488	108.019585	668.8839	337.45404	416.7609	100.30676	674.7937	291.91217	91.545456	82.1	95999	107.0352	61.947742	246.39111	-29.058577	107.035324	61.952076	246.21387	-18.593729	-110.675644	40.53451	20.850677728652954
97	393.43558	69.038895	532.3974	303.08658	418.7372	75.01009	572.3903	300.5383	77.38461	80.6	96999	105.877335	60.884377	242.96994	-21.001528	105.87954	60.89085	241.19	-18.655478	-109.49456	38.595272	20.991408109664917
98	455.5696	102.11337	645.18726	314.58707	382.62042	45.482243	460.9923	308.30664	91.09091	77.6	97999	105.50203	59.757923	238.16852	-17.13256	105.50021	59.76476	241.12827	-15.250081	-109.03689	36.9408	20.94582223892212
99	359.11966	43.12913	425.9791	290.05826	350.9312	45.12765	423.6454	273.41608	71.35714	68.4	98999	105.15866	58.955837	233.63422	-16.250536	105.15849	58.95873	233.53888	-12.945981	-108.90105	35.292984	20.514479398727417
100	384.60464	79.31494	496.8977	271.93195	352.07895	48.17076	431.40076	244.58388	76.92308	68.1	99999	105.07429	58.169724	233.0704	-15.29053	105.074974	58.17418	232.1545	-13.363472	-108.68371	34.05577	20.419421434402466
101	377.0452	68.41206	568.65497	282.7362	507.18793	160.09859	962.3216	381.14258	74.76923	98.9	100999	105.315735	57.43157	229.93576	-14.477529	105.31596	57.437126	225.93329	-13.293493	-108.61657	32.525803	20.90464973449707
102	464.04462	87.49686	610.71747	326.54807	448.08478	108.05816	691.85016	318.1448	90.0	87.2	101999	105.85046	56.89668	229.60342	-14.3799305	105.85144	56.897396	227.94757	-16.262236	-109.01471	31.828953	20.904204845428467
103	411.43668	68.44621	527.7488	263.35336	383.89594	109.459076	594.8684	266.8462	83.083336	75.7	102999	106.320404	56.520786	226.57744	-15.042444	106.32135	56.524326	224.27841	-16.494644	-109.65345	31.055292	20.97062921524048
104	361.2132	60.096954	488.26526	273.92175	409.24847	56.159477	529.0372	331.41376	70.6	76.3	103999	107.061966	56.316185	222.8528	-23.310192	107.06238	56.319313	227.74344	-11.64662	-110.48187	30.042343	21.000474214553833
105	444.6125	69.192154	557.4944	324.12646	508.8222	85.777794	703.1694	415.74524	86.818184	99.5	104999	107.98024	56.070244	225.73969	-14.750492	107.980385	56.07353	222.91125	-13.758274	-111.30456	29.946325	21.30522632598877
106	468.0508	113.14165	687.3777	329.97388	476.8373	135.16882	771.1997	358.65097	93.454544	94.4	105999	108.62915	56.035446	222.33855	-12.631091	108.63064	56.03529	222.96313	-10.9879	-111.92487	29.311634	21.14338183403015
107	423.015	49.352394	528.10144	358.47147	479.12045	132.66609	792.11597	363.40427	88.181816	93.7	106999	109.42512	56.287228	218.5772	-25.9816	109.42551	56.291008	222.33998	-13.051667	-112.770874	28.82045	21.133666276931763
108	425.68784	48.45378	558.70135	375.55273	376.93146	21.321201	432.2949	360.1477	81.583336	69.5	107999	110.383675	56.42988	221.11862	-14.6036005	110.38296	56.43205	218.65375	-12.762666	-113.6696	28.915937	20.76951313018799
109	477.27734	71.49509	662.9377	412.6693	515.17737	67.769005	622.6628	417.16565	91.36364	98.0	108999	111.636444	56.69324	220.74567	-14.631012	111.638565	56.69475	221.6378	-11.467399	-114.964966	28.30667	21.282540559768677
110	434.2066	52.020233	549.49554	345.89883	350.17786	24.315233	390.9599	308.37524	81.69231	64.3	109999	112.81315	57.332176	221.38913	-14.983477	112.812775	57.333393	222.41719	-12.050365	-116.59373	28.334702	20.73217225074768
111	422.29025	51.67593	516.6962	355.04803	374.0787	30.413734	412.6823	317.3521	78.333336	71.3	110999	114.90467	58.267044	221.63896	-15.485456	114.90509	58.26905	222.43282	-12.272532	-118.70233	28.733004	20.926170825958252
112	424.7195	63.46809	520.94165	299.39932	373.01013	39.73538	439.0109	297.27026	80.76923	69.7	111999	116.47718	59.171005	223.30978	-15.837117	116.47769	59.170944	224.0931	-10.356919	-120.40272	29.11105	20.830251932144165
113	430.9584	85.73941	705.86743	369.81973	382.3811	23.37499	412.03098	319.95477	81.75	71.7	112999	117.736755	60.072803	225.63287	-14.596443	117.73789	60.07591	227.08484	-9.434178	-121.5772	29.477144	21.017884492874146
114	419.59705	39.939205	496.83554	352.01016	416.71802	60.487408	562.1414	351.40277	78.25	79.1	113999	119.629616	60.852257	229.21455	-24.721004	119.62929	60.852577	227.74231	-14.846278	-123.46142	30.172546	21.060051202774048
115	469.76706	77.69795	666.43787	345.04196	316.25153	16.096472	339.96646	291.87552	90.416664	59.6	114999	120.88327	61.597984	229.36888	-17.763885	120.88336	61.59974	232.84889	-13.789858	-124.778114	30.28348	20.49524474143982
116	335.02008	31.323156	425.19397	305.20108	426.95404	71.4111	585.5318	317.24747	62.466667	80.7	115999	122.039635	62.339462	232.03015	-36.941513	122.040146	62.340958	232.5323	-23.354324	-126.02663	30.490454	20.88258934020996
117	404.3509	44.143013	492.11588	327.89508	503.58148	114.7023	778.2548	347.32755	76.0	100.2	116999	123.061966	63.078358	234.75539	-16.15403	123.06204	63.078865	237.57193	-13.760135	-126.98164	30.59683	20.791018962860107
118	473.559	90.40737	579.45856	310.44217	478.211	16.57508	499.81516	450.0334	96.8	91.1	117999	124.10072	63.726295	236.20952	-30.722973	124.09997	63.726852	237.10948	-10.36664	-128.05614	31.580568	20.853345155715942
