Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
11	84.01868	11.793715	170.71577	81.01311	80.49455	0.1870844	80.832664	80.15366	17.526316	17.0	10999	100.972206	48.810608	167.10905	-40.34607	100.97319	48.814304	170.37936	-45.553814	-107.91434	20.32754	19.094398260116577
12	82.69886	2.6549778	92.918884	80.94561	292.634	8.434359	305.29303	278.16782	17.275862	55.1	11999	101.56215	54.681934	181.51541	-7.8797503	101.56088	54.685883	180.785	-5.9366293	-107.75101	19.294754	19.800972938537598
13	319.10193	49.443817	504.47504	283.65823	328.58798	22.533207	370.4759	305.51584	60.0	64.5	12999	113.83688	58.15066	197.38538	-6.637102	113.836525	58.153297	198.10654	-8.445153	-122.92758	43.751648	19.712366104125977
14	336.88177	21.317825	374.49957	297.51917	433.07355	48.414787	521.4051	355.62766	65.0	86.6	13999	123.84602	60.688732	213.71716	-23.43317	123.84451	60.69411	213.58327	-29.112999	-132.30824	27.143328	20.187269687652588
15	346.71884	35.08688	426.59198	301.02966	413.71808	74.89785	569.78265	328.64868	68.5	89.4	14999	131.54155	62.295837	227.12527	-26.918262	131.54138	62.29987	222.90738	-30.53929	-139.60828	29.34921	20.03913140296936
16	386.23218	36.26717	461.3934	335.3668	369.94644	40.8769	444.237	324.7758	81.5	83.6	15999	138.33177	63.844913	239.0625	-20.43074	138.33136	63.84671	236.37755	-22.742764	-145.83833	33.492653	19.93249011039734
17	453.396	90.14668	622.91394	305.03308	419.93256	44.653103	486.01736	348.36526	93.27273	90.2	16999	143.4824	65.48415	248.3058	-13.210263	143.48178	65.48698	246.39896	-17.07426	-150.78497	30.780874	20.067747592926025
18	407.96182	75.07464	532.5286	325.12952	269.75177	3.6290693	274.44797	264.51984	89.181816	52.5	17999	147.6915	67.43271	255.56134	-12.052109	147.69194	67.436134	257.9689	-9.654459	-154.32875	29.719803	19.573401927947998
19	296.84106	37.473305	442.11734	272.74496	312.29242	6.839809	322.926	299.8678	58.11111	59.4	18999	151.00272	70.70613	265.76526	-33.628723	151.00267	70.70897	269.56488	-21.514465	-157.52682	30.474964	19.80365800857544
20	325.86584	14.637651	345.89792	292.94385	300.12265	7.78078	316.95087	287.1976	61.5	56.8	19999	153.39609	73.97322	274.8437	-36.27606	153.39778	73.9758	274.70175	-33.89911	-159.85403	32.178127	19.920093059539795
21	307.26385	11.795804	325.30676	279.9088	288.17142	13.397627	307.96457	261.48923	57.444443	54.2	20999	155.32765	76.92548	285.23163	-39.62557	155.32816	76.92803	282.36353	-34.271664	-162.09093	36.153908	19.710922241210938
22	306.82007	10.548822	322.86035	285.00375	293.703	11.127187	314.70087	276.84293	57.35294	55.2	21999	157.68344	79.48178	296.98004	-41.621803	157.68285	79.485016	296.2893	-34.12226	-164.1135	37.31101	19.751845598220825
23	304.96414	15.781769	333.46265	278.60596	298.61688	11.151018	318.0437	289.48575	56.944443	56.2	22999	159.0535	82.07523	312.50696	-40.957047	159.05382	82.07624	314.10257	-37.19596	-165.81606	38.004856	19.942211389541626
24	302.595	15.5096855	339.345	277.39456	294.8204	11.33721	312.42654	277.4683	56.588234	55.7	23999	160.68657	84.52407	323.15314	-38.45456	160.6865	84.5222	322.189	-35.84107	-167.23578	40.833694	19.799015045166016
25	304.1831	17.226152	341.7346	274.45673	284.2556	12.092673	304.13318	271.65192	56.944443	53.5	24999	160.95886	86.60951	338.05566	-39.582924	160.9599	86.61073	336.17664	-34.82695	-167.45616	41.070038	19.79145836830139
26	304.58423	13.118155	333.8656	284.51718	287.46478	11.147241	311.76648	271.96576	56.882355	54.0	25999	160.54735	88.13707	347.0957	-36.68593	160.54654	88.13736	347.42422	-31.55591	-166.63205	42.163208	19.77340054512024
27	306.6054	12.897817	327.69022	285.83606	292.63412	6.505195	302.59506	282.76065	57.11111	55.0	26999	159.75523	89.09599	365.10416	-34.165115	159.75652	89.095375	359.18066	-34.269787	-166.00996	43.084545	19.960658311843872
28	306.87946	10.642648	324.27823	291.46674	292.74286	12.797156	313.5501	277.3476	57.35294	55.0	27999	158.77075	89.967834	372.0994	-29.177753	158.77045	89.96945	370.78607	-26.82086	-164.77425	43.303864	20.021238803863525
29	297.70828	12.5837345	323.1396	275.5185	297.96826	8.926723	313.51834	286.13898	55.38889	56.2	28999	156.84067	90.19349	388.4149	-21.128044	156.84259	90.188965	379.38455	-20.645552	-162.46472	44.095673	20.22224187850952
30	305.30038	16.574095	339.35278	268.6814	298.88535	12.218346	319.8394	274.87042	57.055557	56.4	29999	154.77303	89.85433	395.372	-18.300106	154.77177	89.85625	387.81802	-18.442383	-159.80054	44.6296	20.002718448638916
31	305.69116	16.766403	341.16574	280.5892	289.57507	12.1024065	316.47498	272.31497	57.17647	54.4	30999	152.69357	89.30965	392.7965	-15.164678	152.69615	89.31009	395.9998	-12.828	-158.08777	44.803566	19.850654125213623
32	300.84113	15.032628	337.67267	278.6221	335.91934	15.358942	368.15744	314.33694	56.11111	66.4	31999	150.06746	87.84911	392.63278	-16.147612	150.06752	87.85005	396.2568	-13.067733	-154.27342	44.01311	20.007711172103882
33	342.782	18.57955	376.11188	311.51215	409.65436	57.824936	494.0114	336.47244	65.86667	92.2	32999	148.05637	86.04816	396.01907	-10.599154	148.05595	86.047386	393.66116	-12.43047	-151.88176	44.56139	20.911980152130127
34	391.46997	38.93984	487.86728	344.86893	421.37875	72.734634	579.8991	324.07526	84.416664	90.6	33999	145.8876	84.98026	389.89923	-10.9955635	145.88844	84.981514	389.9091	-16.252712	-149.63803	42.083828	22.99213480949402
35	411.38797	41.079353	502.55887	348.59665	399.11523	65.46306	553.39136	313.93903	87.545456	89.9	34999	144.9514	83.61795	396.5437	-10.476692	144.95187	83.616	385.3526	-15.696747	-149.15125	40.408665	20.063831090927124
36	432.0202	39.577778	489.71036	361.79596	445.3334	83.46406	623.6331	335.87872	91.36364	96.7	35999	144.2516	82.731895	388.2252	-34.743484	144.25247	82.73136	391.91727	-27.73	-148.48972	39.857746	20.10978889465332
37	466.51105	86.161194	642.881	364.2385	422.80005	50.095547	537.4953	369.05017	99.0	92.3	36999	143.92616	82.25402	389.3313	-27.628313	143.9273	82.255844	381.17865	-25.569925	-148.18762	38.804832	20.06189751625061
38	440.2173	43.02734	500.4238	362.5698	406.35934	67.43242	549.82587	328.8432	95.27273	89.7	37999	143.53839	81.70508	393.70682	-23.893879	143.53761	81.70626	385.0094	-30.3524	-147.83119	37.149864	20.08982515335083
39	417.36804	44.51692	497.37762	325.9865	446.30096	67.57716	571.185	360.41125	88.545456	98.2	38999	143.14108	81.44363	384.8151	-19.92711	143.14395	81.44459	379.49823	-18.384045	-147.17587	35.858864	20.27109980583191
40	479.7208	35.74482	524.93536	390.69473	442.9068	73.599075	601.2421	353.81754	100.5	96.9	39999	142.7228	80.93508	379.61932	-19.39817	142.72212	80.93698	384.4114	-20.085964	-146.37541	34.218517	20.57710289955139
41	429.4861	48.1362	518.1931	359.95767	454.9169	91.41292	618.64734	316.7658	92.36364	98.1	40999	142.08418	80.02096	368.57684	-12.425438	142.08621	80.021645	370.91083	-12.938256	-145.77287	34.798687	20.36029624938965
42	413.98682	31.336828	471.93924	374.4345	434.1644	83.20663	649.9903	334.93884	87.818184	96.7	41999	141.6561	79.46759	366.12982	-12.004781	141.65533	79.46747	367.31284	-11.84712	-145.66077	33.712173	20.414536476135254
43	431.46677	61.205738	572.8005	362.5019	411.10052	33.294518	462.7744	353.4131	89.0	90.4	42999	141.06844	78.919624	360.77707	-9.067636	141.06813	78.91945	362.83084	-8.903696	-145.04971	32.26604	20.324214458465576
44	437.43216	43.256493	545.2423	383.74588	428.93634	55.690704	548.2535	355.432	90.454544	95.4	43999	140.6853	78.34947	361.32773	-11.055209	140.68674	78.351	360.34573	-8.791941	-144.42564	31.712543	20.446420669555664
45	447.8999	33.769115	509.99045	383.2029	405.75262	59.02633	542.9261	330.5974	93.6	90.4	44999	140.43896	77.67552	357.555	-9.76182	140.439	77.6763	355.5294	-7.6474376	-144.28363	30.682186	20.486814737319946
46	449.6174	53.302628	530.0876	373.21136	452.50165	107.34894	699.95105	340.26285	93.545456	98.5	45999	139.99747	77.03903	347.722	-10.253135	139.99768	77.03713	346.7223	-9.170026	-143.56291	30.474203	20.660998106002808
47	447.53757	43.184273	505.64713	360.29874	433.68564	66.15625	585.052	331.0198	94.72727	95.1	46999	139.65515	76.42426	344.8153	-8.391367	139.65552	76.42539	343.6698	-8.16675	-143.25516	30.206882	20.494672536849976
48	432.79346	54.98456	531.8665	363.94922	439.30463	53.091415	503.65726	345.66873	93.7	92.3	47999	139.49258	76.01151	342.18222	-11.091845	139.49397	76.01233	339.34888	-10.030757	-143.00647	28.880196	20.623172521591187
49	456.08005	54.93122	541.2118	354.63327	437.93295	40.022182	487.11978	363.81274	95.0	92.2	48999	139.478	75.9349	342.53427	-12.133698	139.47879	75.93192	336.96475	-11.5814	-142.9319	29.531649	20.472509384155273
50	449.14294	81.295006	646.72406	347.9831	412.37173	70.89708	575.17224	331.70776	91.818184	91.2	49999	139.42294	75.47968	348.6785	-11.432371	139.42332	75.48107	336.08487	-10.615166	-142.31969	29.1233	20.65678119659424
51	409.88025	43.821384	464.11136	350.35455	445.98593	60.446545	548.4071	356.51315	88.818184	94.1	50999	139.13211	75.11341	339.81622	-13.962329	139.13274	75.11348	333.87	-9.991876	-142.53226	29.604137	20.515219688415527
52	433.89404	64.60961	565.0572	354.1393	464.93335	88.224075	707.82526	368.93042	89.0	97.4	51999	138.7407	74.69863	331.3013	-11.4553385	138.7411	74.69912	332.79907	-9.447077	-141.97078	28.158678	20.582674026489258
53	475.85468	85.83747	611.6061	400.59753	431.13046	56.644688	525.5523	355.74292	97.9	90.0	52999	138.9433	74.12969	331.01	-13.20021	138.94226	74.12885	326.01465	-9.828249	-141.97006	28.804232	20.540875673294067
54	439.1116	44.329227	558.10583	376.89005	427.75568	60.116013	531.7386	347.29892	90.27273	92.8	53999	138.70518	74.132286	329.25165	-12.92727	138.7075	74.13151	328.5671	-9.661493	-141.63197	27.805939	20.69094753265381
55	422.21017	56.63042	564.376	339.01413	453.18182	134.03648	807.0027	344.5845	89.833336	97.7	54999	138.8972	73.85573	324.84412	-11.637534	138.89677	73.854706	324.23004	-8.844336	-142.31706	29.41088	20.681474447250366
56	488.53745	101.466965	704.5548	385.3579	456.16953	87.36753	620.8127	321.2453	99.3	94.6	55999	139.06215	73.94995	339.79343	-12.702348	139.06364	73.94679	339.2636	-7.4010396	-142.25873	26.883371	20.718064546585083
57	445.2744	36.286835	512.7789	404.9431	448.12836	90.20569	647.27075	348.06372	92.0	94.9	56999	138.96222	73.99369	355.69055	-10.174024	138.96243	73.99382	349.99548	-11.375006	-141.90526	28.036768	20.7310311794281
58	398.72415	37.23637	466.90594	335.2514	430.80707	75.89674	604.08203	334.82608	84.63636	90.4	57999	138.88788	74.184364	357.34012	-12.307304	138.88786	74.18335	362.70224	-11.28528	-141.83879	28.858704	20.635695695877075
59	432.89267	68.55533	597.725	329.08896	415.74673	37.269135	456.05133	329.73975	90.818184	89.1	58999	139.22067	74.02579	360.72037	-9.167191	139.22243	74.02375	359.50742	-5.9013405	-142.22722	28.15685	20.661144018173218
60	422.33026	45.799633	516.066	357.89606	426.81085	45.66482	489.85605	363.2008	89.818184	92.8	59999	138.95848	74.006454	368.77643	-6.8487544	138.95856	74.00541	370.20358	-7.3026175	-141.68375	26.99052	20.95918107032776
61	442.47424	48.463432	528.2603	389.99817	458.35196	72.738464	587.0095	370.78992	91.09091	97.4	60999	138.80263	73.814514	367.89114	-8.454276	138.80412	73.81549	363.55685	-10.327906	-141.58772	26.526669	20.86451530456543
62	438.2512	75.727135	662.93506	370.7107	399.26666	57.86451	530.47894	331.22604	92.36364	88.4	61999	138.65594	73.72435	367.2629	-13.379076	138.65541	73.72316	368.20844	-10.111026	-141.21954	26.932993	20.53166627883911
63	429.77148	75.41241	597.46533	338.52625	440.74323	54.839413	514.88446	333.93765	91.0	94.3	62999	138.70247	73.28539	368.17673	-13.836785	138.70421	73.28627	369.4519	-10.310146	-141.05057	25.345871	20.66123104095459
64	423.3672	53.51952	497.31082	325.9651	455.76587	77.574356	666.49426	371.68246	88.63636	97.2	63999	138.66705	73.03309	366.62567	-9.966613	138.6664	73.03163	362.2634	-8.033138	-141.12354	23.938631	20.692606925964355
65	430.15796	57.679977	536.09814	359.26447	438.62225	92.12154	666.3964	351.07245	88.833336	96.5	64999	138.81628	72.532135	362.5137	-14.049899	138.81633	72.531204	352.7489	-14.087992	-141.3489	24.084656	20.698817491531372
66	453.4357	66.94038	604.51355	366.81287	422.3542	67.499016	573.16327	345.42432	95.2	91.7	65999	138.74248	72.5124	364.31708	-17.264248	138.74504	72.513084	358.59488	-17.53671	-141.16788	23.918734	20.698949575424194
67	458.78116	62.343636	562.63513	353.75494	452.42603	116.17415	679.80896	333.6221	94.72727	98.7	66999	139.14078	72.383865	360.1409	-19.719332	139.13976	72.38311	361.1425	-17.981356	-141.56467	21.872606	20.721941471099854
68	446.98868	85.826294	615.1603	333.9246	421.64984	56.816196	511.43488	339.19916	97.4	89.5	67999	139.28268	72.36534	366.67603	-18.448853	139.28372	72.364555	358.58145	-15.689892	-141.7073	22.349234	20.633145570755005
69	449.4324	31.39423	507.28894	401.98712	429.24298	54.61649	556.13837	374.59546	94.454544	90.9	68999	139.2966	72.433846	365.85593	-15.865654	139.2965	72.4361	363.8379	-14.7359295	-141.36366	22.804964	20.747679233551025
70	415.4997	54.341732	518.8272	316.61288	403.60684	32.302097	459.87643	350.04718	90.09091	88.7	69999	139.5961	72.621346	370.79153	-16.620838	139.5966	72.61899	383.21725	-15.4146385	-141.89436	23.352413	20.95283818244934
71	445.55737	52.60857	535.8872	385.62387	409.95428	50.534225	507.76117	339.50714	93.8	89.3	70999	139.5534	72.505516	364.41986	-21.350555	139.553	72.504555	363.96786	-13.668363	-142.08057	22.313316	20.70992636680603
72	499.93008	85.72472	651.73267	405.07175	458.3523	48.972664	587.7523	401.53616	103.5	98.2	71999	139.88339	72.464455	375.21292	-19.347742	139.88359	72.463776	376.063	-11.978975	-142.22122	22.991985	21.04841947555542
73	483.1298	85.79471	686.02936	361.17096	446.33423	31.324776	495.8457	396.93085	96.5	93.9	72999	140.55444	72.55394	382.81693	-21.233885	140.55563	72.55052	385.5357	-12.71194	-143.16286	22.120806	21.068599700927734
74	465.80936	38.10526	518.73804	386.67035	426.51044	68.86406	593.9375	340.67685	96.545456	92.6	73999	141.07692	72.949646	380.43427	-20.776463	141.07677	72.9499	384.70172	-13.698531	-143.68533	22.164907	20.96043586730957
75	421.73386	52.07827	499.3131	340.46243	449.7143	68.856415	614.388	368.24295	87.72727	97.5	74999	141.25304	73.12109	398.16846	-17.656332	141.25462	73.12007	381.48563	-13.945538	-143.53194	22.188303	21.210958242416382
76	448.9221	65.007286	557.22076	371.44528	417.9973	41.05683	468.56348	367.3316	91.72727	91.6	75999	142.4399	74.41453	395.51028	-16.413992	142.43916	74.41383	390.85452	-12.095884	-145.09029	24.15759	20.998548984527588
77	444.31125	52.44194	540.53186	372.3418	422.417	93.13671	680.7948	342.6808	93.27273	92.4	76999	142.91843	75.42444	393.15317	-14.303234	142.91815	75.422615	386.89572	-11.524388	-145.52917	24.065264	20.837180852890015
78	423.8091	55.61829	536.57336	313.66034	445.38876	58.231228	513.00085	326.33527	88.36364	94.9	77999	142.91068	75.93749	384.2033	-15.763044	142.91061	75.93821	383.30832	-12.089663	-145.40607	22.533339	21.16525936126709
79	423.4846	50.265823	490.39935	340.37354	422.10278	67.476875	563.1971	337.20258	90.454544	89.7	78999	142.52406	75.906944	366.53275	-15.920662	142.52516	75.90844	368.58823	-12.49135	-144.3041	23.043219	21.006690740585327
80	446.9976	67.11033	565.8917	333.29468	458.98178	81.613976	644.696	364.1164	93.63636	95.1	79999	142.1179	75.78924	377.3258	-16.051304	142.11888	75.788376	367.05695	-9.819349	-144.46939	24.665234	21.100897550582886
81	458.7817	64.57274	607.23584	347.14606	421.24097	27.536459	460.9822	374.8827	93.27273	89.9	80999	141.74318	75.1522	344.44714	-15.764163	141.74269	75.153625	344.48697	-10.43486	-143.57378	21.962034	21.012874841690063
82	472.23853	51.88896	540.43677	390.43042	426.62964	41.953663	530.67426	378.28613	95.3	90.4	81999	140.9254	74.450966	342.80652	-12.200915	140.9253	74.450806	341.63452	-7.2224684	-142.75859	22.904638	21.028515815734863
83	488.41177	62.542637	599.0278	380.32648	431.3205	61.90242	538.58765	343.75974	100.3	95.1	82999	140.46233	73.76923	340.71484	-12.061419	140.463	73.77065	347.10437	-8.403735	-142.19827	21.419378	21.144537448883057
84	438.85974	41.815266	487.42993	373.4353	440.12906	80.521065	563.45154	353.95047	89.818184	93.3	83999	139.63715	73.10905	357.38226	-17.479965	139.63751	73.10945	350.1372	-18.343065	-141.53456	22.531557	21.263243675231934
85	452.61417	51.715755	522.689	361.6905	492.6583	87.55582	653.45966	398.76834	93.545456	102.6	84999	139.28491	72.53557	361.24905	-11.759251	139.28589	72.534225	360.69485	-13.965462	-141.10118	22.465137	21.31304359436035
86	494.62946	90.5449	675.8304	419.42087	476.9353	87.07978	608.91406	331.06476	98.5	101.8	85999	138.8228	71.800476	363.48712	-13.629717	138.82199	71.79935	369.77374	-12.177798	-140.6728	23.374512	21.278456687927246
87	453.58502	82.76655	587.9681	315.87894	426.6363	51.354614	524.41486	364.0628	92.0	92.0	86999	138.48007	71.1447	368.35898	-11.178632	138.48112	71.14288	359.2793	-16.946398	-140.0462	22.23711	21.190540075302124
88	445.10538	76.15025	624.8923	348.27933	420.67194	36.468517	484.03036	377.9635	92.416664	88.3	87999	137.95508	70.27705	373.66608	-12.349248	137.95573	70.27631	358.53214	-10.636999	-139.41318	21.314157	20.92623281478882
89	404.5757	58.919945	528.85535	323.2966	465.5284	48.747047	542.45557	402.30322	86.36364	91.4	88999	137.47917	69.47944	348.41064	-16.852926	137.47913	69.47926	349.6178	-8.189972	-139.07576	20.720531	21.205474853515625
90	453.15262	35.652237	529.2343	399.5925	452.5567	42.37433	528.93414	409.68112	88.166664	92.7	89999	137.02676	68.76597	340.43555	-10.304462	137.02792	68.76679	337.61002	-9.79066	-138.7633	20.67615	21.168136596679688
91	477.3482	54.248604	613.87054	396.57535	484.44986	81.18686	656.87787	377.85843	93.9	97.1	90999	137.40068	68.14537	337.08774	-12.00282	137.39964	68.1464	336.65976	-10.542492	-138.91245	19.838057	21.43200993537903
92	432.17563	41.544365	531.0668	379.06116	477.11407	64.20476	625.6946	409.45132	83.25	93.5	91999	137.66951	67.8474	344.745	-7.0970564	137.67123	67.84698	341.58264	-12.773287	-139.13817	20.188953	21.393757343292236
93	444.79245	32.476566	518.9744	383.2998	461.08585	38.1904	549.16284	418.57953	86.166664	90.4	92999	138.28769	67.84017	347.9485	-9.177271	138.28654	67.84051	347.77808	-12.316423	-140.04507	20.600489	21.232239246368408
94	472.1321	67.72718	669.6069	409.10617	459.76093	33.294716	531.77814	408.91226	91.36364	90.7	93999	138.81456	67.89925	339.02258	-7.932193	138.81532	67.89847	344.10117	-9.081524	-140.44194	18.333172	21.223078727722168
95	453.39005	50.287376	573.43195	379.71515	449.13824	33.720295	515.8865	413.02203	88.545456	88.2	94999	139.65208	68.070496	342.28137	-10.509475	139.65126	68.071625	342.37418	-7.212852	-141.31924	18.29368	21.283368587493896
96	440.27893	46.15945	548.69025	376.25385	493.77515	102.058464	721.80035	422.0752	85.75	97.1	95999	140.35886	68.20838	346.71408	-11.761801	140.3599	68.20719	350.12085	-9.268898	-142.1965	18.2797	21.255174160003662
97	438.08817	41.353634	509.30417	374.13647	479.1376	47.111763	541.87463	392.29907	85.90909	93.4	96999	140.84113	68.44726	356.55597	-8.0605755	140.84138	68.44669	358.28482	-13.798196	-142.81581	18.420992	20.963996171951294
98	448.13205	34.976326	534.0657	404.00854	485.58194	33.351856	545.3372	447.76874	87.583336	94.8	97999	141.34236	68.7317	343.2829	-10.171798	141.34311	68.73106	344.04788	-5.0737205	-143.3319	18.515533	21.1655912399292
99	441.80273	31.204403	498.9307	390.1566	479.06094	40.008053	554.3245	411.59973	86.09091	93.6	98999	141.76651	68.786446	339.4758	-9.514672	141.76743	68.786545	335.676	-12.196208	-143.537	18.50403	21.245296478271484
100	462.00247	47.417446	541.4064	387.77353	499.74017	99.16047	783.1508	401.8471	90.0	98.3	99999	142.27536	68.97929	330.4037	-7.8291426	142.27502	68.98057	326.12787	-8.971022	-143.96736	19.086845	21.38826823234558
101	479.36853	53.191914	597.6316	401.03973	468.73822	36.09056	525.27454	394.71332	92.454544	91.5	100999	142.51689	69.15546	336.30023	-10.587154	142.51707	69.154305	340.78677	-6.7251134	-144.16031	18.638323	21.51144003868103
102	443.27744	40.80395	507.59167	373.0665	286.17694	9.888454	301.0265	267.1817	87.666664	53.4	101999	142.75269	69.341354	322.973	-9.641832	142.75302	69.342514	324.5277	-5.760888	-144.69293	17.878826	20.81405782699585
103	313.08618	33.035934	436.74734	287.93668	325.94064	5.347131	337.2605	316.51968	58.47059	61.6	102999	142.93011	69.72896	321.16788	-9.126637	142.92989	69.728455	324.02567	-11.161459	-144.59943	16.902832	20.988584756851196
104	330.54797	9.879207	354.3226	310.10764	345.7737	14.109009	365.98767	319.32922	62.25	65.7	103999	142.77478	69.285286	319.56665	-9.95698	142.77377	69.28677	324.12216	-6.7176113	-144.02118	17.027864	20.846104621887207
105	350.08136	14.2767105	376.24615	326.41385	354.53387	11.221072	380.0647	337.245	66.066666	67.9	104999	142.28163	68.83312	315.62976	-8.412928	142.28273	68.83421	311.92786	-12.0488205	-143.44547	16.521755	21.013469696044922
106	353.85007	26.164793	420.0722	318.2366	360.53357	13.513989	378.5605	337.18066	66.86667	69.5	105999	141.83237	68.708565	323.3135	-9.842764	141.83267	68.70723	318.45175	-8.185037	-142.87589	17.127281	21.05628252029419
107	360.1689	17.847687	392.57608	323.4943	330.92957	12.286637	353.7679	308.1682	67.6	62.9	106999	141.9092	68.57192	323.04532	-6.755318	141.90942	68.570786	324.6756	-14.14407	-143.18166	15.77996	20.857101440429688
108	345.47702	19.264126	379.50226	308.6084	462.81876	61.49377	611.5239	391.08484	65.2	90.2	107999	141.93712	68.589066	326.46622	-10.280141	141.93721	68.589226	323.40265	-8.503665	-143.2985	16.101858	21.49398708343506
109	435.43216	41.765797	499.94235	366.92178	466.63412	40.00382	561.59296	402.05945	84.333336	91.8	108999	142.2306	68.62954	328.80136	-9.856974	142.2313	68.62951	323.81235	-7.2930717	-143.62665	14.845225	21.483100652694702
110	436.67838	40.997143	524.12915	391.363	487.2835	51.104458	598.73047	416.31375	84.916664	96.3	109999	142.77657	69.01977	314.85437	-10.356795	142.7774	69.01872	318.8194	-7.853099	-143.96655	14.687824	21.657281637191772
111	434.66476	30.259142	485.57175	385.05963	437.72665	31.228373	489.01654	405.54187	83.166664	86.0	110999	143.36769	69.25523	315.72357	-11.608707	143.36787	69.25433	315.75436	-10.36513	-144.91025	14.362109	21.353909492492676
112	472.61807	58.069336	602.56055	392.90186	453.94644	51.056557	567.42084	394.52054	93.3	90.2	111999	143.78107	69.62902	316.32532	-10.153168	143.78096	69.630104	311.3807	-8.039839	-145.44972	15.035644	21.282212495803833
113	445.3324	56.24884	552.1832	375.3248	353.96393	10.817212	369.16055	332.7734	85.333336	67.2	112999	144.77058	69.96811	312.31323	-7.9371586	144.77055	69.96867	309.68646	-8.477921	-146.47325	14.725128	20.934035778045654
114	356.6562	32.872917	454.57324	321.63867	404.15146	41.766273	477.92865	347.94424	67.6	88.5	113999	145.01848	70.24308	311.72998	-5.304414	145.01881	70.24239	314.34534	-7.350805	-146.54543	14.326509	20.9951012134552
115	443.16248	67.71002	555.79596	358.4127	441.65787	50.1054	543.7465	355.77612	92.36364	94.6	114999	145.66281	70.63512	313.51025	-7.636172	145.66304	70.63708	307.1646	-6.1594415	-147.04668	15.537387	21.240422010421753
116	489.36676	57.68185	559.0685	382.27417	399.19327	23.74351	453.17795	362.71347	99.0	77.4	115999	145.99818	70.930145	312.41428	-8.044242	145.99788	70.92905	309.22693	-5.8442698	-147.51862	15.999244	21.117889165878296
117	407.99637	26.35582	450.22473	368.9979	467.32593	43.3846	539.7364	416.693	79.69231	92.4	116999	146.61995	71.41679	325.4214	-6.6891665	146.61996	71.41791	313.6201	-8.242088	-148.3196	14.778943	21.388453483581543
118	448.841	40.34509	537.0765	372.1251	488.1451	58.087376	599.46344	424.60626	86.0	97.0	117999	146.98209	71.760826	322.46918	-9.123775	146.98293	71.76062	324.7618	-9.45647	-148.41806	14.853017	21.507758140563965
