Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	119.63785	32.01655	213.47475	83.23187	70.94579	0.11300747	71.178825	70.80652	23.666666	15.0	999	9.85962	2.8985732	17.210276	-2.0764065	9.859457	2.9001288	17.144802	-1.4065255	-10.103675	0.3480767	18.42407751083374
2	122.27456	35.687614	277.62207	83.29395	70.88481	0.14381705	71.15599	70.72859	24.414635	15.0	1999	18.765482	4.377034	28.755718	2.949163	18.765461	4.379444	29.327616	2.7558098	-18.556479	0.62360245	18.44328546524048
3	131.85748	40.152206	258.23804	83.63134	75.15095	1.4273818	75.82963	70.881584	26.210526	15.9	2999	27.477259	7.0955815	41.3572	0.7534534	27.477543	7.095839	41.71125	0.4082249	-27.559156	1.2730337	18.432653427124023
4	122.48102	37.503857	235.8732	83.39167	75.68977	0.14211497	75.929886	75.43183	24.317074	16.0	3999	35.7206	10.717295	54.42825	-6.3219776	35.72042	10.719127	53.94455	-6.351853	-35.821384	2.1052203	18.175042152404785
5	118.829704	36.620834	257.67294	83.346214	75.635086	0.11438174	75.83224	75.48393	23.714285	16.0	4999	41.62386	14.907287	63.9872	-5.5928273	41.624996	14.9102125	64.852776	-7.675159	-41.081963	2.9687183	19.088284969329834
6	120.38898	30.219612	193.98746	83.29771	75.621826	0.12536164	75.78775	75.40773	23.928572	16.0	5999	44.587177	18.895636	73.63277	-19.307793	44.58575	18.899958	74.13177	-9.189314	-43.203423	4.5207725	19.176927089691162
7	116.36584	34.166615	229.8958	83.2781	75.60664	0.14583716	75.84062	75.38655	23.11628	16.0	6999	44.78459	21.352177	81.66574	-10.736474	44.785126	21.355545	81.46794	-4.781605	-42.594975	6.6135597	18.883089780807495
8	136.3229	45.888496	291.57574	83.39711	75.62787	0.12915912	75.91304	75.46428	27.162163	16.0	7999	42.777355	21.602013	84.05649	-5.3132176	42.77722	21.606958	83.73746	-3.3600736	-39.56921	8.704508	18.757603645324707
9	129.38281	49.502285	290.84256	83.37897	75.66388	0.08788427	75.787	75.49062	25.871796	16.0	8999	39.34927	19.774197	81.134575	-1.4244542	39.349613	19.77568	82.45722	-1.4899851	-35.53192	9.500461	18.684980392456055
10	118.16927	29.22371	204.99469	78.36281	75.63804	0.12217678	75.805305	75.44743	23.595238	16.0	9999	35.99213	17.13352	77.485954	-0.13036242	35.991394	17.136923	78.10636	-3.4685366	-32.56648	8.33677	18.682679891586304
11	76.64856	5.326506	117.32335	71.46498	75.696495	0.13255285	75.858505	75.41288	16.047619	16.0	10999	33.85067	14.9444065	75.515015	-3.0778673	33.850876	14.947807	73.1523	-3.9659605	-31.21231	6.121581	18.79017996788025
12	75.706985	1.6750889	76.67556	71.30131	75.68374	0.13152379	75.9042	75.51029	15.857142	16.0	11999	34.873726	14.603044	69.685905	0.89024806	34.873814	14.606622	71.329285	1.119956	-33.672485	4.4430456	18.648364543914795
13	76.07224	1.1881287	76.715096	71.345245	75.176216	1.3827964	75.90699	71.04526	15.935484	15.9	12999	37.127693	15.649842	71.90728	0.50708133	37.12828	15.652183	74.575	1.34824	-36.529915	4.1188097	18.671363592147827
14	76.13242	1.0065987	76.68851	71.61738	75.6587	0.14660034	75.84347	75.39618	15.952381	16.0	13999	39.31119	17.091642	75.243416	0.7197279	39.31117	17.092651	75.97441	-0.2418425	-38.93313	4.0149813	18.745565176010132
15	75.6725	1.6683406	76.660126	71.30542	75.66926	0.13324894	75.85005	75.47961	15.857142	16.0	14999	40.894634	18.415123	79.22528	0.09988226	40.894283	18.417278	80.34037	-0.1909019	-40.47354	4.0020175	18.718650817871094
16	76.04671	1.2625422	76.68792	71.623764	75.64344	0.12478461	75.866264	75.4535	15.920635	16.0	15999	41.848812	19.516453	81.7318	-0.47869885	41.849007	19.517307	83.10486	0.08205831	-41.315407	4.106137	18.598984479904175
17	76.0668	1.1588203	76.7017	71.463356	75.65316	0.12968823	75.82181	75.46606	15.936508	16.0	16999	42.375698	20.330053	85.26201	-0.694707	42.375767	20.330791	85.90086	1.032769	-41.7773	4.1382275	18.652865886688232
18	76.14825	1.0394237	76.65797	71.47157	75.69238	0.17648296	75.928925	75.37653	15.951612	16.0	17999	42.560104	20.755802	86.73092	-4.083452	42.55962	20.756933	89.439064	-1.3157092	-41.947517	4.056752	18.663828372955322
19	76.31935	0.6344046	76.670265	71.46071	75.680176	0.095012404	75.82147	75.51017	15.984127	16.0	18999	42.413136	21.009247	87.931274	-0.5626448	42.41328	21.009771	91.59926	0.17797092	-41.843777	3.9313476	18.73129940032959
20	75.59391	1.7437193	76.62627	71.42851	75.21452	1.3883027	75.883896	71.061386	15.8412695	15.9	19999	42.36445	21.149866	90.714455	0.35897368	42.36486	21.150133	92.55168	0.92749506	-41.85253	3.9209266	18.72829008102417
21	75.696175	1.6600037	76.72814	71.45458	75.62077	0.12770021	75.81971	75.40608	15.857142	16.0	20999	42.21355	21.170824	90.74984	0.14743519	42.213696	21.17139	90.78508	-0.5512021	-41.68971	3.6927443	18.804978132247925
22	75.77016	1.5917634	76.69658	71.41529	75.63409	0.13077247	75.87009	75.46816	15.873015	16.0	21999	41.993584	21.220877	92.07203	-1.5312434	41.993107	21.221231	91.97346	-0.44981748	-41.52858	3.6493883	18.956933736801147
23	76.08228	1.1436865	76.717575	71.531784	75.64534	0.09661738	75.76916	75.50704	15.936508	16.0	22999	41.906822	21.190393	92.085266	0.49458468	41.90691	21.191212	92.96965	1.2436342	-41.51833	3.4317138	18.883605241775513
24	75.75113	1.6064388	76.64494	71.3547	75.59563	0.106497236	75.772316	75.42964	15.873015	16.0	23999	41.753742	21.22234	92.50449	-1.0541756	41.754124	21.222141	93.2009	0.13251565	-41.404186	3.2965603	18.770957231521606
25	76.06169	1.1839678	76.719696	71.32489	75.62092	0.14043629	75.82785	75.35748	15.936508	16.0	24999	41.666122	21.24248	92.81833	0.5436361	41.666004	21.243803	96.05167	0.2917317	-41.29239	3.1385329	18.75234866142273
26	75.76155	1.6153102	76.755486	71.37828	75.63597	0.14031112	75.80627	75.38707	15.873015	16.0	25999	41.55283	21.251099	92.39083	1.2942021	41.55292	21.251186	94.21382	0.6191521	-41.254665	2.9686894	18.58998942375183
27	75.67903	1.7001089	76.66596	71.36142	75.60249	0.123111464	75.85627	75.45001	15.857142	16.0	26999	41.35363	21.217836	92.96325	0.3493337	41.35349	21.218288	97.45207	-0.57885784	-40.948105	2.9029307	18.35134744644165
28	75.981514	1.2964163	76.69807	71.35231	75.582375	0.112893656	75.80307	75.400055	15.920635	16.0	27999	41.209248	21.177359	95.30091	0.8659376	41.209488	21.17779	95.390434	0.9196778	-40.880093	2.7876987	19.152371406555176
29	76.052414	1.1642711	76.60287	71.41758	75.61192	0.10771152	75.80178	75.44627	15.935484	16.0	28999	41.121235	21.192472	95.01276	0.65919137	41.1215	21.192568	96.49257	0.5608283	-40.913147	2.6780562	19.157928228378296
30	76.00824	1.3063613	76.6534	71.352104	75.69489	0.12707663	75.92924	75.47005	15.920635	16.0	29999	40.96406	21.145275	95.00288	-1.403689	40.963707	21.145615	95.47052	1.3574634	-40.654743	2.6513436	19.027931928634644
31	75.903786	1.3890603	76.63615	71.44095	75.70137	0.13587822	75.88908	75.48828	15.904762	16.0	30999	40.86859	21.125954	95.26876	1.0232581	40.86873	21.12581	95.2356	0.91915095	-40.57419	2.5491054	19.069753170013428
32	75.68962	1.6679267	76.701454	71.38426	75.69157	0.13467464	75.93896	75.49118	15.857142	16.0	31999	40.78278	21.057316	94.467705	0.7306459	40.783222	21.05752	100.99318	0.97984123	-40.450882	2.371363	19.11488676071167
33	75.9292	1.4126501	76.83621	71.43015	75.185585	1.4407169	75.84729	70.876465	15.904762	15.9	32999	40.662903	20.994642	93.89789	0.05566153	40.66261	20.994785	98.83306	0.2543793	-40.404118	2.3158426	19.21044921875
34	76.12845	1.0412042	76.72931	71.42143	75.26793	1.4834441	75.924385	70.83032	15.952381	15.9	33999	40.481743	20.91647	93.95252	0.32125986	40.481728	20.916834	96.31947	0.6971595	-40.265297	2.2162774	19.14206862449646
35	75.995544	1.3119674	76.72449	71.40544	75.640976	0.16244741	75.87824	75.39664	15.919354	16.0	34999	40.386673	20.91649	93.574135	1.0629773	40.386776	20.916851	93.226	-0.64890486	-40.079556	2.1919136	20.209441423416138
36	75.84279	1.4872236	76.714775	71.39627	75.58345	0.15145846	75.838615	75.31397	15.888889	16.0	35999	40.368008	20.89141	93.4281	0.6320597	40.36785	20.891733	94.393616	0.83200896	-40.071922	2.103207	23.883026599884033
37	76.07176	1.1686155	76.66483	71.52457	75.69248	0.11013668	75.80957	75.52068	15.936508	16.0	36999	40.294662	20.832607	94.91402	0.9474348	40.294575	20.833006	95.091705	0.34815413	-40.043186	2.036161	21.482750177383423
38	75.68467	1.6413877	76.66949	71.42288	75.594955	0.10776499	75.82579	75.45499	15.857142	16.0	37999	40.220272	20.787294	93.0913	0.05556628	40.22038	20.787437	93.301155	0.43085492	-39.94093	2.0358965	20.97623324394226
39	75.69941	1.722252	76.76688	71.279076	75.575134	0.13828899	75.80346	75.41681	15.857142	16.0	38999	40.11764	20.756428	92.20428	0.41575488	40.117825	20.756493	93.53907	0.11395344	-39.92388	1.947503	20.926740407943726
40	75.71688	1.6627641	76.64993	71.463356	75.15294	1.3760462	75.77138	71.036835	15.857142	15.9	39999	40.06991	20.708593	93.28313	0.4536729	40.06981	20.709248	97.15248	-0.12627742	-39.88201	1.9140031	21.024280548095703
41	75.765144	1.5882562	76.67664	71.45074	75.68285	0.14632073	75.991005	75.48714	15.873015	16.0	40999	39.912674	20.667395	92.09338	1.3740356	39.912666	20.667719	95.43025	0.821614	-39.66535	1.866256	20.97017550468445
42	75.97127	1.3012503	76.65698	71.46474	75.56506	0.10258658	75.74567	75.37947	15.920635	16.0	41999	39.861233	20.625856	93.460754	1.7709304	39.861332	20.62575	92.526505	0.94407284	-39.68046	1.7715412	21.05255436897278
43	75.37448	1.96058	76.74353	71.26589	75.703705	0.14442366	75.959435	75.45905	15.793651	16.0	42999	39.797405	20.596336	92.73162	0.47230893	39.79761	20.597057	93.2073	0.1763598	-39.596523	1.769692	21.071574926376343
44	76.00987	1.2532985	76.743935	71.67036	75.1688	1.3838142	75.79535	71.02395	15.920635	15.9	43999	39.785027	20.57158	91.99774	0.83919525	39.785156	20.571545	91.58971	-0.20746803	-39.53367	1.7433677	20.99580478668213
45	75.92365	1.3928827	76.66647	71.51482	75.11283	1.4153101	75.88331	70.8972	15.904762	15.9	44999	39.784386	20.530466	92.26162	0.528441	39.78431	20.530834	91.40044	1.2661425	-39.614273	1.6861733	21.980620861053467
46	75.626396	1.6929117	76.72209	71.45584	75.62672	0.08457454	75.71899	75.49286	15.8412695	16.0	45999	39.751217	20.51153	93.1808	0.7315997	39.7512	20.512163	93.85028	-0.2308479	-39.573265	1.6509538	21.300273180007935
47	75.92489	1.4085249	76.6814	71.415276	75.63314	0.10746773	75.78972	75.467415	15.904762	16.0	46999	39.631523	20.552334	91.17758	0.21431375	39.631657	20.552343	94.88192	0.64658046	-39.424484	1.6368757	21.128397703170776
48	76.00121	1.2966094	76.682236	71.39369	75.596146	0.10932332	75.75165	75.411125	15.920635	16.0	47999	39.618843	20.536434	91.58861	0.33292973	39.618725	20.53678	91.75667	0.15722802	-39.429634	1.609429	21.298523664474487
49	75.86144	1.5115119	76.63938	71.35798	74.71368	1.9265704	75.866394	70.82242	15.888889	15.8	48999	39.560364	20.48768	93.634415	0.7008659	39.56042	20.488152	92.74838	1.2663164	-39.353542	1.5492831	21.345321655273438
50	75.97355	1.3139102	76.73325	71.4071	75.703476	0.09827357	75.88431	75.49986	15.920635	16.0	49999	39.5799	20.511358	91.31161	0.57080346	39.58003	20.511148	92.61914	-0.31110278	-39.40192	1.4898958	21.41781783103943
51	76.13538	1.0633197	76.69283	71.42443	75.20733	1.3896931	75.868454	71.06499	15.951612	15.9	50999	39.483078	20.463987	90.97198	1.2954454	39.483074	20.464556	90.991264	1.5200386	-39.260883	1.4778631	21.304700136184692
52	75.7642	1.5719044	76.59008	71.30418	75.61173	0.15229096	75.851234	75.3809	15.873015	16.0	51999	39.35925	20.412651	92.08983	-0.2051984	39.359116	20.41311	91.64275	1.1082298	-39.171986	1.472346	21.439260005950928
53	76.25245	0.8683554	76.689064	71.30609	75.69798	0.10707559	75.816574	75.538956	15.968254	16.0	52999	39.402565	20.382338	89.98118	0.9004421	39.402786	20.38195	90.2207	1.4941459	-39.167164	1.4321699	21.495357751846313
54	76.08651	1.1743202	76.714096	71.37758	75.61754	0.12789848	75.79527	75.42875	15.936508	16.0	53999	39.368523	20.385498	90.94345	0.93971056	39.368435	20.385773	92.369316	1.2483897	-39.170094	1.3634217	21.46011471748352
55	75.80714	1.4983561	76.61207	71.41582	75.70289	0.13753511	75.88123	75.43793	15.888889	16.0	54999	39.27206	20.337519	90.88217	0.5357615	39.271996	20.337486	91.89939	1.0380147	-39.110912	1.377972	20.995896816253662
56	76.16744	1.0464698	76.65776	71.43416	75.21503	1.4108443	75.89562	71.009125	15.951612	15.9	55999	39.215366	20.341381	91.40536	-0.3128466	39.21536	20.34174	90.69424	0.60678387	-39.03758	1.3192563	21.53699493408203
57	75.83764	1.4829813	76.65709	71.445564	75.57499	0.13651362	75.77208	75.39313	15.888889	16.0	56999	39.28743	20.372078	90.55292	0.8625786	39.28751	20.372421	91.87576	-0.034349978	-39.16043	1.3022889	21.537895679473877
58	75.56152	1.8197138	76.684006	71.42528	75.61007	0.09744355	75.762985	75.446205	15.825397	16.0	57999	39.30685	20.300076	90.85655	0.87633	39.306767	20.300304	90.30575	0.893377	-39.192135	1.2796129	21.441242456436157
59	76.0067	1.3015432	76.80812	71.480156	75.63004	0.113401294	75.80773	75.45302	15.920635	16.0	58999	39.21221	20.330557	89.91394	1.333344	39.21214	20.330769	91.30784	0.6818052	-39.014503	1.2979512	21.50835633277893
60	75.9668	1.2970755	76.64059	71.39985	75.650085	0.14004233	75.87473	75.42796	15.920635	16.0	59999	39.20338	20.341618	89.78347	1.4517047	39.203438	20.34172	89.482574	-0.30086666	-38.994812	1.2538308	21.570181369781494
61	75.762215	1.6010318	76.65004	71.42788	75.72414	0.13495971	75.874626	75.42967	15.873015	16.0	60999	39.213127	20.332428	89.458595	0.5432142	39.213417	20.332306	91.11869	1.3291501	-39.066013	1.2274238	21.607038021087646
62	75.59993	1.7671542	76.64002	71.3213	75.64815	0.13630518	75.844185	75.34186	15.8412695	16.0	61999	39.12847	20.27136	88.31087	0.9987812	39.12844	20.27171	89.23701	0.01925844	-38.9615	1.2021793	23.857378005981445
63	76.06493	1.1671714	76.695526	71.50012	75.63039	0.13000432	75.79737	75.43512	15.936508	16.0	62999	39.12475	20.255922	89.27851	0.89002717	39.124893	20.256023	90.16613	0.61673254	-38.995514	1.1746207	21.98491644859314
64	75.94031	1.4175757	76.69148	71.38753	75.62218	0.13310929	75.93876	75.496414	15.904762	16.0	63999	39.050518	20.230244	88.15064	1.0789726	39.050396	20.230488	88.62317	1.5448465	-38.833378	1.1493931	21.652608394622803
65	75.84375	1.5126874	76.791794	71.389	75.631004	0.13601999	75.868835	75.37281	15.888889	16.0	64999	39.066635	20.265665	89.46124	1.3515749	39.066822	20.26613	89.870865	0.35025078	-38.84966	1.1346643	21.65609073638916
66	76.07003	1.1874579	76.71054	71.35378	75.2151	1.4542272	75.87155	70.870735	15.936508	15.9	65999	39.007072	20.260698	88.830284	1.5748806	39.00697	20.260815	88.814735	1.561327	-38.860676	1.1154923	21.587783098220825
67	76.15039	1.0536561	76.72016	71.36686	75.19522	1.3946257	75.88137	71.03177	15.951612	15.9	66999	39.104958	20.240831	89.29904	1.4846041	39.105	20.24086	89.910774	0.5411303	-39.02053	1.086866	21.524245262145996
68	76.07358	1.1743386	76.636856	71.3885	75.63124	0.15004213	75.81165	75.394585	15.936508	16.0	67999	39.169292	20.292753	87.78065	0.85874224	39.169308	20.293076	89.60591	1.6412233	-38.95197	1.0830076	21.735724210739136
69	75.66726	1.6742524	76.69286	71.325645	75.19518	1.4296683	75.85642	70.92631	15.857142	15.9	68999	39.024986	20.263344	89.63092	1.3391981	39.02515	20.26351	90.00707	0.07549763	-38.88576	1.113544	21.7059268951416
70	76.27691	0.62056	76.64658	71.510765	75.650856	0.15178414	75.89958	75.42903	15.984127	16.0	69999	39.106277	20.26677	89.80189	0.76456743	39.10624	20.266857	88.048325	0.3124054	-38.95446	1.0960385	21.695341110229492
71	76.09844	1.170024	76.64376	71.43367	75.65428	0.21647634	75.9689	75.41023	15.935484	16.0	70999	39.092274	20.256824	89.341896	0.43555427	39.09228	20.256968	90.57749	1.2278552	-38.8999	1.0434128	21.653438329696655
72	75.914635	1.3957833	76.67202	71.45801	75.67418	0.12738125	75.86988	75.49964	15.904762	16.0	71999	39.11443	20.2559	88.889885	1.636814	39.114384	20.256107	88.99242	-0.93943274	-38.969547	1.0512371	21.774142742156982
73	76.09874	1.2006512	76.725334	71.29205	75.627945	0.122242644	75.80446	75.48258	15.936508	16.0	72999	39.075027	20.25408	88.0103	0.84876573	39.075367	20.254105	88.43416	1.445617	-38.923565	1.0273074	21.76261568069458
74	75.639534	1.7581595	76.702866	71.41399	75.66166	0.13407852	75.94775	75.47712	15.8412695	16.0	73999	38.975086	20.278034	88.617615	1.5580614	38.975044	20.278059	88.11176	-1.1801487	-38.797085	1.014903	21.82019567489624
75	76.05331	1.169923	76.673134	71.44663	75.72112	0.106350735	75.92066	75.53513	15.936508	16.0	74999	38.993385	20.260035	87.81854	1.0544482	38.99336	20.26036	90.22984	-1.3452983	-38.882446	1.0200665	21.858080863952637
76	76.16974	1.0209495	76.69445	71.46149	75.57114	0.1461569	75.80902	75.35498	15.952381	16.0	75999	38.996002	20.268711	87.594185	1.2269367	38.995945	20.268972	92.090454	-0.27566874	-38.93779	1.0070993	21.9361732006073
77	76.09054	1.1702788	76.73572	71.412346	75.626755	0.13309619	75.79221	75.32702	15.935484	16.0	76999	38.984047	20.270517	90.277725	1.3799199	38.98446	20.27089	87.841606	1.4871941	-38.80895	0.99014366	21.932265043258667
78	75.80642	1.5412667	76.6834	71.359856	75.61456	0.15537432	75.82123	75.36016	15.888889	16.0	77999	38.99989	20.242975	87.168724	1.2310965	38.999916	20.243202	89.28774	-0.50854164	-38.809673	0.98990047	22.073100805282593
79	75.620316	1.7415516	76.62608	71.44534	75.60146	0.1547195	75.823746	75.400826	15.8412695	16.0	78999	39.004982	20.25762	88.88267	0.6835009	39.005043	20.257536	91.841034	-0.014319539	-38.828423	0.98966664	22.13013982772827
80	75.73173	1.5855918	76.65008	71.39476	75.70082	0.13217042	75.89745	75.47038	15.873015	16.0	79999	38.996075	20.22998	86.362114	1.9971321	38.996063	20.229845	88.46194	0.16281712	-38.772663	0.9649255	22.078216791152954
81	75.83036	1.5068616	76.668686	71.37387	75.59442	0.10786703	75.697235	75.38051	15.888889	16.0	80999	38.954483	20.210213	87.57866	0.85438544	38.954487	20.210726	89.91365	0.99993455	-38.83698	0.95099497	22.138158321380615
82	75.68183	1.6636982	76.65311	71.431885	75.66646	0.13736193	75.88804	75.47526	15.857142	16.0	81999	38.881115	20.218555	87.87232	0.49120915	38.8811	20.218931	88.720116	0.9286442	-38.745304	0.93418556	22.227120399475098
83	76.16403	1.028208	76.64939	71.42762	75.59574	0.10847045	75.712776	75.356255	15.952381	16.0	82999	38.95661	20.19125	87.038055	0.7607335	38.95665	20.191309	85.25893	1.1101711	-38.797245	0.9164678	22.04539132118225
84	75.925514	1.4378374	76.67958	71.355865	75.62303	0.13011195	75.81066	75.32055	15.904762	16.0	83999	38.90774	20.186892	88.33691	0.98810023	38.90785	20.186686	86.54916	-0.13223046	-38.77153	0.9167745	22.116021633148193
85	76.06456	1.1708933	76.782326	71.500374	75.69523	0.103723355	75.872444	75.54281	15.936508	16.0	84999	38.84746	20.221718	86.48394	0.90818304	38.847702	20.221785	86.026505	1.5537405	-38.72597	0.91212416	22.093948125839233
86	75.876785	1.5066768	76.75544	71.532135	75.65856	0.11545152	75.81457	75.46639	15.888889	16.0	85999	38.869877	20.201992	87.698845	0.096200466	38.86987	20.202265	87.5076	0.44799697	-38.694843	0.8913134	22.22682499885559
87	76.07562	1.169498	76.67599	71.516884	75.6255	0.10847892	75.82979	75.51344	15.935484	16.0	86999	38.859127	20.201908	89.224655	1.6036612	38.859238	20.20209	90.546364	0.6856096	-38.719555	0.8936582	21.949504137039185
88	76.119606	1.01991	76.62034	71.40387	75.63921	0.09382395	75.83805	75.510185	15.952381	16.0	87999	38.85948	20.182867	84.98631	2.1811094	38.859615	20.182737	87.628395	1.7349052	-38.774227	0.8650606	22.130722522735596
89	75.939064	1.3929588	76.62167	71.51961	75.612404	0.10331504	75.77632	75.4213	15.904762	16.0	88999	38.881905	20.229006	86.01598	0.04326582	38.881893	20.229465	85.71706	-0.41426235	-38.758404	0.87566787	22.09333634376526
90	76.23473	0.8767117	76.84148	71.4329	75.61473	0.17212608	75.88059	75.34785	15.968254	16.0	89999	38.90908	20.21489	86.21535	1.3292515	38.909203	20.21489	85.87614	1.1629249	-38.768265	0.8616718	22.27875018119812
91	76.014725	1.3082594	76.778435	71.554794	75.19035	1.4920168	75.85333	70.72973	15.919354	15.9	90999	38.92006	20.192663	84.76507	1.9005165	38.92012	20.192799	85.50094	1.5038695	-38.779823	0.87616223	22.14824891090393
92	76.22188	0.8254879	76.64682	71.7341	75.60657	0.13509507	75.82086	75.42522	15.968254	16.0	91999	38.854065	20.202993	85.70564	0.9218011	38.854107	20.203392	89.45645	0.55791193	-38.64208	0.8257136	22.237571001052856
93	76.06163	1.1977583	76.6864	71.44377	75.11873	1.4154092	75.75597	70.8931	15.936508	15.9	92999	38.841625	20.216337	85.4724	0.97453994	38.84175	20.216406	85.07391	1.5690675	-38.751446	0.83405995	22.96567440032959
94	76.14844	1.0138048	76.70898	71.42552	75.769516	0.15943305	75.946594	75.45618	15.951612	16.0	93999	38.807045	20.19697	84.67257	1.098664	38.807205	20.196701	87.85768	0.8965121	-38.69509	0.8345736	22.238337755203247
95	75.99876	1.310914	76.69794	71.42093	75.62761	0.11008345	75.82903	75.40481	15.920635	16.0	94999	38.833546	20.19816	85.469955	1.4160812	38.833557	20.198305	85.574326	0.4432667	-38.661144	0.8275263	22.270932912826538
96	75.83892	1.5293335	76.67383	71.422386	75.10774	1.3577919	75.71001	71.045975	15.888889	15.9	95999	38.88838	20.20801	84.69318	0.36823463	38.88854	20.207993	87.31878	-0.05618304	-38.78731	0.8189414	22.33158564567566
